,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.54,1.0,0.49,0.68,1.13,0.6,1.11,0.01,0.65,0.92,0.5,0.64,0.62,0.78
crisscross.csv,0.86,0.73,0.05,0.83,1.03,0.92,1.03,0.94,0.75,0.68,0.73,0.84,0.94,0.83
gisgraphy.csv,0.78,0.88,1.0,0.76,1.0,0.89,1.01,0.77,0.84,0.86,1.0,0.85,1.04,0.0
glelite.csv,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.99,1.0
gnome-jabber.csv,0.9,0.74,0.93,0.89,0.94,0.93,1.24,0.82,0.64,0.4,1.02,0.84,0.92,0.74
ivataopenportal.csv,0.71,0.79,0.86,0.83,0.59,0.05,1.14,0.85,0.76,0.61,0.63,0.86,0.87,0.79
mb-unit.csv,0.91,0.77,0.58,0.03,0.83,0.77,0.61,0.91,0.64,0.77,1.0,0.52,0.71,0.92
mvdsv.csv,0.99,1.0,1.0,1.0,0.0,1.0,1.0,0.99,0.9,0.98,1.0,0.98,1.0,1.0
nova.csv,0.71,0.0,0.63,0.65,1.13,0.84,0.69,0.69,0.74,0.6,1.05,0.53,0.68,0.92
olex2.csv,0.63,1.0,0.73,0.73,0.78,0.72,1.1,0.75,0.86,0.92,0.61,0.02,0.86,0.61
openwbem.csv,0.08,0.85,0.7,0.73,0.83,0.76,0.53,0.53,0.66,1.02,0.71,0.75,0.91,0.59
tencompetence.csv,0.84,1.0,0.81,0.71,0.76,0.89,0.36,0.77,0.62,0.95,1.08,0.87,0.03,0.9
xcmetadataservicestoolkit.csv,0.64,1.0,1.0,0.7,0.87,0.73,0.66,0.77,0.03,1.0,0.72,0.76,0.55,0.91
