,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.59,0.0,0.71,0.55,0.0,0.44,0.0,0.99,0.55,0.08,0.5,0.47,0.46,0.5
crisscross.csv,0.14,0.46,0.95,0.18,0.0,0.08,0.0,0.06,0.25,0.67,0.27,0.18,0.06,0.18
gisgraphy.csv,0.24,0.15,0.0,0.38,0.0,0.12,0.0,0.24,0.22,0.14,0.0,0.18,0.1,1.0
glelite.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gnome-jabber.csv,0.75,0.77,0.48,0.87,1.0,0.95,0.0,0.91,0.5,1.0,0.78,0.62,0.89,0.86
ivataopenportal.csv,0.74,0.31,0.19,0.69,1.0,0.95,0.0,0.78,0.62,0.42,0.47,0.43,0.57,0.82
mb-unit.csv,0.87,0.23,0.67,0.99,1.0,0.93,1.0,0.97,0.65,0.34,0.95,0.63,0.41,0.36
mvdsv.csv,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.1,0.02,0.0,0.02,0.0,0.0
nova.csv,0.74,1.0,0.95,0.59,0.0,0.66,1.0,0.44,0.57,0.55,0.69,0.77,0.34,0.41
olex2.csv,0.4,0.0,0.29,0.32,0.33,0.31,0.0,0.29,0.28,0.08,0.39,0.98,0.2,0.73
openwbem.csv,0.93,0.23,0.43,0.51,0.67,0.36,1.0,0.56,0.48,0.79,0.37,0.67,0.37,0.73
tencompetence.csv,0.52,0.0,0.24,0.46,0.33,0.82,1.0,0.5,0.68,0.05,0.59,0.13,0.98,0.18
xcmetadataservicestoolkit.csv,0.51,0.0,1.0,0.6,1.0,0.76,1.0,0.74,0.98,0.97,0.73,0.5,0.72,0.41
