,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.5,0.0,0.49,0.49,0.42,0.56,0.5,0.44,0.48,0.86,0.51,0.53,0.48,0.42
crisscross.csv,0.98,0.5,0.9,0.9,0.94,0.94,0.79,0.88,0.73,0.74,0.97,0.96,0.92,0.92
gisgraphy.csv,0.97,0.83,0.75,0.62,0.67,0.96,0.83,0.91,0.79,0.92,0.0,0.96,0.86,0.73
glelite.csv,0.49,0.42,0.45,0.42,0.38,0.43,0.35,0.39,0.33,0.52,0.49,0.34,0.46,0.31
gnome-jabber.csv,0.55,0.39,0.57,0.47,0.38,0.45,0.44,0.43,0.54,0.52,0.52,0.48,0.47,0.37
ivataopenportal.csv,0.56,0.71,0.88,0.48,0.51,0.57,0.47,0.44,0.4,0.42,0.56,0.5,0.49,0.33
mb-unit.csv,0.51,0.8,0.55,0.45,0.33,0.41,0.43,0.38,0.41,0.45,0.5,0.39,0.53,0.42
mvdsv.csv,0.67,0.67,0.0,0.0,0.83,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0
nova.csv,0.56,0.69,0.55,0.57,0.55,0.47,0.4,0.53,0.44,0.49,0.63,0.45,0.83,0.37
olex2.csv,0.62,0.5,0.9,0.72,0.52,0.61,0.48,0.67,0.67,0.86,0.6,0.5,0.65,0.4
openwbem.csv,0.63,0.79,0.84,0.6,0.44,0.71,0.5,0.54,0.52,0.64,0.58,0.48,0.65,0.41
tencompetence.csv,0.71,0.75,0.91,0.78,0.88,0.5,0.77,0.74,0.46,0.8,0.74,0.93,0.63,0.82
xcmetadataservicestoolkit.csv,0.71,0.75,0.45,0.54,0.41,0.46,0.47,0.49,0.41,0.52,0.58,0.55,0.58,0.43
