,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.94,0.58,0.43,0.39,0.46,0.64,0.67,0.44,0.59,0.6,0.51,0.6,0.79,0.38,0.61,0.5,0.65
cubefs.csv,0.86,0.99,0.95,0.66,0.48,0.67,0.67,0.61,0.53,0.97,0.49,0.57,0.8,0.69,0.36,0.73,0.41
gwanted.csv,0.4,0.42,0.42,0.46,0.6,0.68,0.38,0.52,0.61,0.62,0.44,0.89,0.46,0.0,0.42,0.75,0.41
iaml.csv,0.72,0.81,0.58,0.96,0.52,0.7,0.82,0.53,0.58,0.8,0.91,0.92,0.56,0.67,0.76,0.86,0.67
java-gnome.csv,0.55,0.99,0.94,0.95,0.35,0.53,0.67,0.72,0.59,0.6,0.95,0.43,0.91,0.86,0.56,0.53,0.37
mecat.csv,0.9,0.98,0.46,0.94,0.53,0.5,0.0,0.97,0.67,0.95,0.0,0.67,0.75,0.0,0.82,0.0,0.55
mvdsv.csv,0.82,0.94,0.67,0.92,0.88,0.5,0.56,0.95,0.94,0.97,0.9,0.71,0.67,0.0,0.75,0.5,0.8
openwbem.csv,0.4,0.47,0.39,0.47,0.46,0.46,0.44,0.46,0.7,0.57,0.43,0.63,0.41,0.34,0.36,0.56,0.4
orc.csv,0.86,0.5,0.41,0.61,0.67,0.91,0.39,0.57,0.65,0.65,0.47,0.8,0.71,0.0,0.37,0.93,0.58
plato.csv,0.35,0.49,0.4,0.31,0.38,0.45,0.53,0.43,0.47,0.59,0.82,0.89,0.35,0.4,0.42,0.4,0.41
rodin-b-sharp.csv,0.9,0.0,0.78,0.95,0.43,0.93,0.57,0.69,0.54,0.6,0.92,0.38,0.56,0.0,0.43,0.53,0.92
ta3d.csv,0.42,0.99,0.9,0.93,0.0,0.43,0.67,0.97,0.68,0.72,0.8,0.57,0.0,0.0,0.89,0.6,0.43
tycho.csv,0.48,0.58,0.43,0.76,0.73,0.63,0.78,0.55,0.83,0.67,0.5,0.72,0.52,0.58,0.5,0.62,0.48
umber.csv,0.52,0.44,0.38,0.29,0.36,0.47,0.42,0.39,0.42,0.44,0.42,0.38,0.35,0.5,0.32,0.35,0.38
vienna-add-in.csv,0.54,0.65,0.59,0.38,0.94,0.56,0.61,0.63,0.69,0.52,0.67,0.89,0.59,0.52,0.47,0.56,0.51
wpdev.csv,0.34,0.49,0.39,0.29,0.38,0.42,0.42,0.38,0.43,0.43,0.41,0.38,0.38,0.4,0.34,0.39,0.42
