,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.21,0.67,0.88,0.5,0.33,0.46,0.4,0.63,0.56,0.43,0.73,0.61,1.0,0.86,0.67,0.84,0.46
cubefs.csv,0.21,0.13,0.15,0.12,0.33,0.37,0.07,0.57,0.64,0.32,0.73,0.51,0.0,0.34,0.67,0.31,0.91
gwanted.csv,0.79,0.6,0.45,0.88,0.67,0.28,0.69,0.42,0.39,0.71,0.42,0.12,0.0,0.03,0.67,0.02,0.34
iaml.csv,0.16,0.25,0.38,0.31,1.0,0.27,0.26,0.31,0.66,0.39,0.1,0.11,0.0,0.31,0.33,0.08,0.26
java-gnome.csv,0.84,0.15,0.12,0.12,1.0,0.3,0.02,0.34,0.32,0.39,0.26,0.81,1.0,0.09,0.33,0.33,0.74
mecat.csv,0.53,0.18,0.36,0.25,0.67,0.01,0.0,0.11,0.01,0.29,0.0,0.05,0.0,0.0,1.0,0.0,0.23
mvdsv.csv,0.58,0.04,0.02,0.25,1.0,0.02,0.33,0.12,0.06,0.11,0.09,0.28,0.0,0.0,0.67,0.02,0.11
openwbem.csv,0.95,0.57,0.74,0.62,0.67,0.82,0.52,0.57,0.28,0.61,0.79,0.35,1.0,0.63,0.67,0.28,0.69
orc.csv,0.05,0.5,0.53,0.94,0.0,0.05,0.67,0.32,0.19,0.43,0.58,0.14,0.0,0.0,1.0,0.14,0.29
plato.csv,1.0,1.0,0.99,0.75,1.0,0.88,0.86,0.9,0.94,0.71,0.32,0.28,1.0,1.0,1.0,0.91,1.0
rodin-b-sharp.csv,0.53,0.0,0.35,0.44,1.0,0.12,0.6,0.83,0.46,0.43,0.12,0.86,0.0,0.0,0.33,0.53,0.17
ta3d.csv,0.74,0.15,0.07,0.12,0.0,0.33,0.05,0.09,0.32,0.32,0.06,0.37,0.0,0.0,0.0,0.17,0.6
tycho.csv,0.89,0.68,0.65,0.5,0.33,0.42,0.4,0.54,0.36,0.57,0.66,0.44,1.0,0.71,1.0,0.36,0.51
umber.csv,0.84,0.75,0.74,1.0,1.0,0.64,1.0,0.98,0.82,0.79,0.96,1.0,0.0,0.29,1.0,0.98,0.77
vienna-add-in.csv,0.74,0.55,0.45,0.56,0.0,0.72,0.62,0.39,0.29,0.54,0.51,0.21,1.0,0.74,0.33,0.41,0.63
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.86,0.82,1.0,0.96,1.0,1.0,1.0,0.81,0.97
