,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.25,0.73,0.5,0.73,0.86,0.51,0.12,0.71,0.46,0.6,0.79,0.62,0.39,1.0,0.43,0.24,0.62
cubefs.csv,0.05,0.17,0.0,0.36,0.63,0.27,0.0,0.35,0.57,0.17,0.38,0.38,0.08,0.14,0.93,0.06,0.88
gwanted.csv,0.49,0.37,0.0,0.41,0.17,0.2,0.62,0.3,0.21,0.24,0.53,0.12,0.41,0.0,0.57,0.09,0.31
iaml.csv,0.4,0.2,0.0,0.16,0.37,0.51,0.0,0.42,0.3,0.32,0.09,0.38,0.42,0.25,0.27,0.06,0.19
java-gnome.csv,0.07,0.16,0.0,0.14,0.89,0.27,0.25,0.2,0.33,0.29,0.06,0.19,0.17,0.14,0.4,0.38,0.56
mecat.csv,0.0,0.06,0.0,0.09,0.24,0.02,0.0,0.09,0.02,0.09,0.0,0.0,0.2,0.0,0.13,0.0,0.19
mvdsv.csv,0.0,0.03,0.0,0.06,0.03,0.0,0.5,0.03,0.08,0.21,0.09,0.31,0.05,0.0,0.23,0.03,0.06
openwbem.csv,0.62,0.26,0.5,0.54,0.38,0.66,0.62,0.73,0.17,0.29,0.65,0.44,0.44,0.25,0.7,0.41,0.38
orc.csv,0.11,0.29,0.0,0.22,0.05,0.17,0.62,0.31,0.29,0.29,0.82,0.44,0.24,0.0,0.63,0.18,0.12
plato.csv,0.89,1.0,1.0,0.95,1.0,0.88,0.25,0.87,0.7,0.57,0.38,0.12,1.0,1.0,0.78,0.88,1.0
rodin-b-sharp.csv,0.0,0.0,1.0,0.09,0.71,0.1,0.62,0.13,0.69,0.6,0.12,0.44,0.54,0.0,0.72,0.71,0.44
ta3d.csv,0.35,0.17,0.0,0.09,0.0,0.49,0.12,0.1,0.26,0.17,0.0,0.12,0.02,0.04,0.15,0.41,0.44
tycho.csv,0.53,0.58,0.5,0.27,0.21,0.34,0.12,0.73,0.25,0.28,0.79,0.25,0.37,0.21,0.52,0.32,0.44
umber.csv,0.13,0.51,1.0,0.99,0.83,0.8,1.0,0.95,0.82,0.9,0.94,0.94,0.88,0.43,0.98,0.97,0.81
vienna-add-in.csv,0.49,0.56,1.0,0.79,0.25,0.37,0.62,0.65,0.36,0.6,0.35,0.44,0.47,0.57,0.58,0.44,0.81
wpdev.csv,0.98,0.99,0.0,0.98,0.92,0.98,1.0,1.0,0.93,0.92,1.0,1.0,0.8,0.96,0.92,0.88,1.0
