,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,295.0,98.5,96.5,96.5,0.0,474.5,0.0,0.0,1134.0,582.5
fityk.csv,295.0,197.5,396.0,99.0,291.5,908.5,97.5,97.5,786.5,99.0
freenet.csv,295.0,197.5,396.0,99.0,488.0,758.0,99.0,97.5,1280.5,99.0
geogebra.csv,293.0,98.5,197.5,99.0,290.5,373.0,99.0,97.5,688.5,99.0
hibernate.csv,91.5,197.5,197.0,97.5,89.5,277.5,99.0,97.5,1639.0,99.0
itext.csv,290.5,197.5,396.0,99.0,95.5,758.0,99.0,97.5,2564.5,99.0
k3b.csv,487.0,197.5,396.0,97.5,193.0,471.5,99.0,97.5,982.5,99.0
lamp.csv,95.5,97.5,197.5,99.0,95.5,665.5,99.0,97.5,785.0,99.0
megameknet.csv,295.0,197.5,197.5,99.0,390.5,376.0,99.0,97.5,985.5,99.0
thout.csv,394.0,382.0,395.5,99.0,488.0,665.5,99.0,96.5,2171.0,99.0
