,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.3,0.07,0.11,0.12,0.0,0.19,0.33,0.3,0.35,0.07,0.35,0.14,0.21,0.14,0.46,0.1
amygdala.csv,0.33,0.02,0.43,0.09,0.11,0.19,0.22,0.7,0.31,0.88,0.36,0.31,0.19,0.31,0.27,0.65
awemud.csv,0.43,0.22,0.27,0.37,0.17,0.14,0.32,0.58,0.14,0.0,0.79,0.2,0.37,0.65,0.58,0.2
bullet.csv,0.63,0.69,0.79,0.28,0.22,0.24,0.37,0.38,0.03,0.51,0.42,0.74,0.45,0.39,0.31,0.7
customwars.csv,0.27,0.24,0.34,0.01,0.28,0.38,0.25,0.4,0.31,0.0,0.33,0.2,0.22,0.25,0.85,0.45
dvd-create.csv,0.57,0.69,0.46,0.95,0.17,0.29,0.87,0.68,0.6,0.0,0.91,0.4,0.74,0.73,0.65,0.6
gbif-indexingtoolkit.csv,0.8,0.64,0.48,0.99,0.89,0.62,0.62,0.26,0.72,0.0,0.56,0.51,0.64,0.35,0.31,0.85
go.csv,0.7,0.24,0.32,0.7,0.5,0.33,0.55,0.76,0.47,0.05,0.86,0.49,0.37,0.53,0.65,0.55
gss.csv,0.63,0.58,0.54,0.05,0.33,0.71,0.42,0.74,0.41,0.0,0.91,0.63,0.56,0.71,0.88,0.2
kwave.csv,0.63,1.0,0.27,1.0,1.0,0.48,0.75,0.74,0.66,0.1,0.87,0.69,0.85,0.78,0.88,0.55
lsb.csv,0.4,0.71,0.71,0.09,0.83,0.43,0.26,0.28,0.26,0.0,0.87,0.83,0.08,0.37,0.69,0.85
mpgravity.csv,0.83,0.38,0.7,0.89,0.83,0.81,0.96,0.94,0.0,0.15,1.0,0.94,0.0,0.8,0.92,1.0
qcad2.csv,0.43,0.16,0.14,0.39,0.17,0.29,0.3,0.62,0.34,0.22,0.71,0.23,0.15,0.61,0.62,0.55
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.42,0.09,0.12,0.34,0.03,0.1,0.2,0.27,0.05
roller.csv,0.63,0.4,0.88,0.82,0.78,0.95,0.84,0.76,0.81,0.24,0.83,0.89,0.94,0.27,0.77,1.0
xinity.csv,0.67,1.0,0.32,1.0,1.0,0.57,0.69,0.4,0.74,1.0,0.72,0.66,0.95,0.37,0.42,1.0
