,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.59,0.35,0.19,0.09,0.19,0.24,0.79,0.45,1.0,0.42,0.71,0.26,0.78,0.53,0.51,0.3
amygdala.csv,0.58,0.04,0.38,0.44,0.2,0.27,0.5,0.64,0.17,0.92,0.41,0.71,0.22,0.6,0.34,0.33
awemud.csv,0.71,0.67,0.38,0.31,0.51,0.4,0.71,0.64,0.83,0.0,0.82,0.34,0.76,0.8,0.76,0.5
bullet.csv,0.71,0.57,0.56,0.71,0.3,0.72,0.44,0.27,0.17,0.08,0.18,0.79,0.42,0.09,0.34,0.8
customwars.csv,0.6,0.52,0.19,0.49,0.47,0.51,0.52,0.27,0.83,0.0,0.41,0.32,0.73,0.49,0.71,0.53
dvd-create.csv,0.54,0.86,0.5,0.58,0.8,0.66,0.94,0.91,1.0,0.08,0.88,0.71,0.51,0.87,0.71,0.73
gbif-indexingtoolkit.csv,0.82,0.59,0.5,0.93,0.93,0.24,0.48,0.55,0.17,0.0,0.65,0.42,0.73,0.32,0.37,0.6
go.csv,0.87,0.77,0.69,0.24,0.66,0.43,0.92,0.64,0.83,0.0,0.88,0.82,0.78,0.83,0.73,0.67
gss.csv,0.83,0.77,0.69,0.73,0.77,0.81,0.77,0.73,1.0,0.0,0.88,0.82,0.88,0.8,0.95,0.7
kwave.csv,0.81,1.0,0.56,1.0,1.0,0.6,0.94,0.73,1.0,0.25,0.82,0.66,0.95,0.84,0.95,0.93
lsb.csv,0.68,0.57,0.44,0.76,0.88,0.69,0.46,0.45,0.83,0.0,0.88,0.79,0.55,0.51,0.49,0.87
mpgravity.csv,0.97,0.75,0.56,0.84,0.85,0.78,1.0,1.0,0.0,0.75,1.0,1.0,0.0,0.99,0.93,1.0
qcad2.csv,0.54,0.46,0.56,0.29,0.49,0.42,0.73,0.55,0.67,0.67,0.94,0.24,0.56,0.57,0.8,0.7
qtwin.csv,0.06,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.14,0.4,0.32,0.17
roller.csv,0.83,0.82,0.69,0.56,0.81,0.82,0.94,0.82,0.5,0.42,0.94,0.92,0.95,0.69,0.78,0.97
xinity.csv,0.45,0.89,0.5,0.47,0.95,0.48,0.46,0.45,0.17,1.0,0.82,0.42,0.92,0.4,0.8,0.87
