,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,96.5,95.5,163.0,98.5,89.5,171.0,98.5,87.5,99.0,87.5,463.0,97.5,862.5,97.5,92.5,91.5
amygdala.csv,189.0,41.5,608.5,96.5,86.5,169.0,98.5,553.0,22632.5,97.5,457.0,97.5,868.0,89.5,180.0,196.0
awemud.csv,391.0,193.0,357.0,98.5,95.5,96.5,98.5,97.5,99.0,0.0,1397.0,97.5,1730.0,97.5,92.5,187.0
bullet.csv,488.5,390.5,695.0,96.5,194.0,195.5,189.0,670.5,99.0,826.5,1199.0,97.5,1631.0,882.0,98.5,196.0
customwars.csv,96.5,291.5,756.5,98.5,194.0,98.5,98.5,907.0,99.0,0.0,274.5,97.5,575.0,196.0,98.5,91.5
dvd-create.csv,671.5,291.5,192.0,98.5,98.5,98.5,197.5,97.5,99.0,52.5,1486.5,97.5,2707.5,196.0,187.0,196.0
gbif-indexingtoolkit.csv,487.5,392.0,94.5,98.5,98.5,194.5,287.0,178.0,43678.0,0.0,1189.5,351.0,1743.0,96.5,96.5,196.0
go.csv,390.0,95.5,357.0,98.5,194.0,277.0,98.5,97.5,99.0,95.0,1308.5,97.5,1929.5,97.5,97.5,97.5
gss.csv,292.5,489.5,192.0,98.5,195.0,98.5,98.5,97.5,99.0,0.0,1486.5,97.5,2221.0,196.0,98.5,187.0
kwave.csv,586.0,489.5,173.0,98.5,197.0,96.5,98.5,97.5,99.0,87.5,1580.0,97.5,2707.0,196.0,98.5,97.5
lsb.csv,194.0,489.5,596.5,98.5,197.0,96.5,98.5,97.5,99.0,0.0,1032.0,97.5,93.5,196.0,96.5,196.0
mpgravity.csv,291.5,291.5,287.5,98.5,197.0,197.5,197.5,97.5,0.0,87.5,1580.0,97.5,0.0,196.0,98.5,196.0
qcad2.csv,291.5,95.5,247.5,98.5,89.5,98.5,98.5,87.5,99.0,182.0,1482.5,185.0,1067.5,96.5,98.5,187.0
qtwin.csv,121.0,0.0,54.5,0.0,0.0,79.5,137.0,96.5,99.0,157.0,1159.5,184.0,764.0,196.0,92.5,91.5
roller.csv,96.5,293.0,287.5,98.5,197.0,197.5,197.5,97.5,99.0,177.0,1209.0,97.5,2513.0,97.5,98.5,196.0
xinity.csv,586.0,489.5,175.0,291.5,197.0,197.5,195.5,97.5,99.0,97.5,1200.5,95.5,3253.5,97.5,98.5,196.0
