,f1,g,recall,precision,pf,wins
amygdala.csv,0.52,0.56,0.575,0.575,0.37,6
ardour.csv,0.55,0.605,0.595,0.6,0.335,12
bacnet.csv,0.485,0.575,0.565,0.635,0.32499999999999996,10
cortex-vfx.csv,0.485,0.51,0.46499999999999997,0.645,0.245,7
enzo.csv,0.585,0.45,0.845,0.45999999999999996,0.85,1
growl-for-windows.csv,0.375,0.42,0.375,0.67,0.11,4
heekscad.csv,0.5700000000000001,0.65,0.665,0.65,0.39,16
minig.csv,0.53,0.32,0.655,0.42500000000000004,0.88,0
multitude.csv,0.59,0.575,0.79,0.53,0.6950000000000001,5
natpad.csv,0.52,0.61,0.6,0.62,0.39,11
open-ms.csv,0.41000000000000003,0.425,0.38,0.62,0.22,2
planeshift.csv,0.595,0.53,0.865,0.505,0.765,3
rocrail.csv,0.545,0.565,0.615,0.63,0.325,13
salasaga.csv,0.49,0.565,0.535,0.61,0.325,9
xcsoar.csv,0.635,0.625,0.645,0.64,0.33499999999999996,17
xemeiah.csv,0.61,0.665,0.725,0.56,0.5,14
xmoto.csv,0.49,0.545,0.53,0.585,0.28500000000000003,8
zxing.csv,0.575,0.6,0.575,0.65,0.27,15
