,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0
codesmith.csv,3.0,1.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0
icescrum.csv,4.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,74.0,0.0,0.0
ingex.csv,15.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0
jrefactory.csv,7.0,1.0,0.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,11.0,3.0
jsecurity.csv,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
libopenmetaverse.csv,8.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,7.0,5.0,2.0,0.0
lite.csv,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
mobicents.csv,9.0,1.0,1.0,18.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0
opendvr.csv,22.0,12.0,0.0,10.0,1.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0
openefm.csv,7.0,0.0,1.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
sidekar.csv,5.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0
