,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.15,0.68,0.54,0.01,0.29,0.08,0.62,0.03,0.74,0.43,0.7
emono.csv,0.23,0.61,0.56,0.03,0.17,0.12,0.54,0.06,0.6,0.43,0.75
haggle.csv,0.35,0.7,0.6,0.11,0.25,0.04,0.65,0.07,0.58,0.36,0.79
hannosset.csv,0.0,0.67,0.6,0.0,0.27,0.24,0.46,0.0,1.0,0.67,0.65
jas.csv,0.39,0.76,0.43,0.04,0.2,0.03,0.62,0.33,0.44,0.31,0.55
jgossipforum.csv,0.32,0.79,0.64,0.26,0.32,0.0,0.7,0.0,0.67,0.37,0.76
madman.csv,0.14,0.83,0.53,0.01,0.37,0.1,0.7,0.03,0.47,0.35,0.65
mediate.csv,0.28,0.76,0.66,0.03,0.25,0.08,0.68,0.17,0.67,0.5,0.78
ngl.csv,0.29,0.65,0.66,0.04,0.17,0.08,0.69,0.09,0.6,0.36,0.63
pustefix.csv,0.52,0.59,0.5,0.03,0.13,0.0,0.42,0.06,0.34,0.42,0.6
synecdoche.csv,0.35,0.6,0.64,0.01,0.15,0.13,0.43,0.02,0.69,0.7,0.66
