,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,4.0,0.0,2.0,135.0,3.0,7.0,7.0,10.0,0.0,3.0,0.0
emono.csv,4.0,0.0,2.0,145.0,18.0,13.0,0.0,10.0,0.0,2.0,0.0
haggle.csv,0.0,0.0,1.0,8.0,2.0,16.0,0.0,2.0,6.0,4.0,2.0
hannosset.csv,84.0,0.0,2.0,224.0,8.0,7.0,0.0,124.0,0.0,1.0,0.0
jas.csv,0.0,1.0,2.0,70.0,17.0,2.0,1.0,0.0,1.0,4.0,2.0
jgossipforum.csv,0.0,1.0,1.0,2.0,5.0,74.0,0.0,124.0,2.0,2.0,1.0
madman.csv,4.0,0.0,0.0,79.0,2.0,1.0,0.0,10.0,2.0,0.0,0.0
mediate.csv,7.0,0.0,3.0,83.0,5.0,5.0,6.0,14.0,1.0,1.0,0.0
ngl.csv,2.0,0.0,1.0,43.0,16.0,11.0,1.0,30.0,1.0,3.0,0.0
pustefix.csv,0.0,0.0,2.0,23.0,10.0,74.0,0.0,0.0,6.0,0.0,0.0
synecdoche.csv,0.0,3.0,0.0,75.0,22.0,12.0,0.0,26.0,3.0,0.0,0.0
