,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.97,0.07,0.69,0.77,0.76,1.0,0.82,0.57
aztec.csv,0.9,0.71,0.97,0.74,0.83,0.13,0.74,0.94
jbpm.csv,1.0,0.93,0.08,0.83,0.89,1.0,0.94,0.62
mediate.csv,0.69,0.83,0.76,0.74,0.03,0.93,0.87,0.8
mycila.csv,0.98,0.73,0.95,0.84,0.71,0.47,0.0,0.56
neodatis-odb.csv,0.85,0.89,0.78,0.01,0.75,0.9,0.83,0.73
nsis.csv,0.0,0.73,0.9,0.68,0.8,0.98,0.91,0.78
rodin-b-sharp.csv,0.8,1.0,0.72,1.0,0.82,0.91,0.91,0.01
