,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.03,0.93,0.38,0.24,0.26,0.0,0.2,0.44
aztec.csv,0.12,0.37,0.13,0.57,0.26,0.88,0.9,0.27
jbpm.csv,0.0,0.07,0.92,0.38,0.13,0.0,0.1,0.48
mediate.csv,0.33,0.52,0.35,0.32,1.0,0.58,0.2,0.27
mycila.csv,0.02,0.33,0.19,0.19,0.33,0.58,1.0,0.44
neodatis-odb.csv,0.15,0.11,0.33,1.0,0.59,0.21,0.2,0.45
nsis.csv,1.0,0.67,0.83,0.54,0.77,0.83,0.9,0.59
rodin-b-sharp.csv,0.21,0.0,0.29,0.0,0.28,0.29,0.1,0.99
