,f1,g,recall,precision,pf,wins
atlc.csv,0.56,0.55,0.77,0.43,0.58,16
boost-sandbox.csv,0.35,0.5,0.6,0.39,0.52,4
dspace-gsoc.csv,0.42,0.59,0.7,0.36,0.48,11
enlightenment.csv,0.6,0.0,1.0,0.43,1.0,1
fceugc.csv,0.44,0.46,0.44,0.5,0.37,8
gnukeda.csv,0.47,0.56,0.79,0.42,0.74,9
jaolt.csv,0.43,0.51,0.48,0.47,0.22,15
knowledge.csv,0.54,0.61,0.86,0.43,0.65,18
kowari.csv,0.42,0.59,0.65,0.45,0.49,12
lufa-lib.csv,0.38,0.5,0.57,0.4,0.5,6
maidsafe-dht.csv,0.46,0.54,0.52,0.38,0.27,14
pixel-commandos.csv,0.27,0.25,0.21,0.53,0.12,2
playerstage.csv,0.58,0.55,0.56,0.51,0.43,17
proftp.csv,0.29,0.29,0.25,0.6,0.09,5
tcvp.csv,0.0,0.0,0.0,0.0,0.02,0
theresa.csv,0.35,0.45,0.42,0.6,0.24,10
uwom.csv,0.31,0.39,0.36,0.57,0.18,7
xapian.csv,0.58,0.54,0.75,0.47,0.71,13
yaprm.csv,0.26,0.36,0.43,0.35,0.25,3
