,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.22,0.84,0.06,0.43,0.94,0.56,0.61,0.73,0.4,0.08,0.44,0.43,0.8,0.12,0.67,0.41,0.28,0.14,0.3
boost-sandbox.csv,0.24,0.67,0.1,0.45,0.96,0.75,0.6,0.8,0.47,0.11,0.27,0.32,0.69,0.11,0.67,0.39,0.19,0.04,0.2
dspace-gsoc.csv,0.29,0.0,0.17,0.45,0.97,0.7,0.7,0.78,0.53,0.11,0.36,0.56,0.71,0.11,0.84,0.36,0.26,0.06,0.28
enlightenment.csv,0.19,0.61,0.06,0.4,0.92,0.55,0.73,0.74,0.49,0.08,0.33,0.45,0.72,0.11,0.65,0.43,0.23,0.05,0.22
fceugc.csv,0.19,0.94,0.0,0.36,0.93,0.62,0.56,0.65,0.56,0.09,0.54,0.5,0.72,0.14,0.63,0.32,0.34,0.31,0.25
gnukeda.csv,0.19,0.77,0.08,0.43,1.0,0.76,0.63,0.73,0.45,0.09,0.33,0.33,0.72,0.11,0.67,0.42,0.23,0.05,0.24
jaolt.csv,0.47,1.0,0.18,0.61,0.96,0.92,0.76,0.8,0.59,0.08,0.4,0.62,0.79,0.17,0.0,0.3,0.42,0.1,0.44
knowledge.csv,0.22,0.72,0.09,0.43,1.0,0.73,0.63,0.69,0.44,0.08,0.39,0.53,0.76,0.07,0.67,0.43,0.35,0.07,0.28
kowari.csv,0.29,0.79,0.12,0.45,0.94,0.69,0.54,0.79,0.52,0.23,0.36,0.54,0.71,0.15,0.78,0.28,0.24,0.06,0.18
lufa-lib.csv,0.16,0.59,0.05,0.52,0.91,0.56,0.62,0.77,0.4,0.1,0.29,0.36,0.7,0.15,0.55,0.6,0.23,0.04,0.27
maidsafe-dht.csv,0.36,0.84,0.12,0.31,1.0,0.71,0.66,0.63,0.61,0.08,0.38,0.57,0.85,0.0,0.66,0.25,0.32,0.06,0.35
pixel-commandos.csv,0.22,1.0,0.0,0.67,0.96,0.75,0.54,0.67,0.52,0.0,0.53,0.75,1.0,0.12,0.67,0.48,0.4,0.4,0.3
playerstage.csv,0.19,0.84,0.07,0.68,0.96,0.78,0.69,0.79,0.51,0.09,0.6,0.5,0.75,0.09,0.67,0.49,0.34,0.12,0.29
proftp.csv,0.43,1.0,0.11,0.43,0.93,0.55,0.71,0.65,0.72,0.25,0.6,0.67,1.0,0.0,1.0,0.7,0.36,0.08,0.51
tcvp.csv,0.0,0.33,0.0,0.0,0.0,0.33,0.43,0.8,0.0,0.0,0.0,0.0,0.5,0.26,0.0,1.0,0.0,0.0,0.08
theresa.csv,0.33,0.82,0.2,0.6,0.96,0.79,0.67,0.82,0.64,0.1,0.21,0.62,0.76,0.0,0.6,0.38,0.31,0.06,0.29
uwom.csv,0.18,0.83,0.0,0.79,1.0,0.7,0.71,0.76,0.33,0.11,0.58,0.55,0.8,0.08,0.57,0.61,0.0,0.14,0.49
xapian.csv,0.19,0.57,0.05,0.42,0.93,0.56,0.6,0.72,0.55,0.08,0.45,0.48,0.75,0.0,0.69,0.42,0.47,0.14,0.25
yaprm.csv,0.33,0.0,0.12,0.39,0.92,0.68,0.56,0.67,0.63,0.05,0.35,0.66,0.82,0.0,0.0,0.0,0.23,0.11,0.35
