,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.62,0.47,0.58,0.39,0.52,0.5,0.59,0.44,0.57,0.39,0.39,0.45,0.57,0.56,0.35,0.57,0.59,0.61,0.67
boost-sandbox.csv,0.53,0.54,0.45,0.46,0.58,0.75,0.53,0.54,0.56,0.49,0.46,0.76,0.41,0.37,0.39,0.6,0.48,0.45,0.5
dspace-gsoc.csv,0.39,0.0,0.44,0.41,0.38,0.41,0.98,0.42,0.33,0.4,0.32,0.34,0.39,0.32,0.42,0.53,0.39,0.39,0.48
enlightenment.csv,0.38,0.42,0.42,0.35,0.41,0.44,0.43,0.39,0.33,0.35,0.39,0.4,0.35,0.36,0.29,0.52,0.39,0.41,0.39
fceugc.csv,0.59,0.76,0.92,0.44,0.57,0.54,0.61,0.82,0.42,0.44,0.54,0.5,0.68,0.86,0.74,0.95,0.78,0.92,0.62
gnukeda.csv,0.41,0.54,0.42,0.36,0.41,0.53,0.51,0.41,0.5,0.44,0.37,0.53,0.44,0.36,0.31,0.54,0.51,0.43,0.44
jaolt.csv,0.59,0.5,0.47,0.49,0.37,0.54,0.69,0.95,0.45,0.4,0.4,0.32,0.4,0.83,0.0,0.96,0.48,0.47,0.52
knowledge.csv,0.4,0.51,0.38,0.37,0.4,0.46,0.47,0.47,0.4,0.35,0.35,0.34,0.37,0.41,0.31,0.55,0.5,0.47,0.42
kowari.csv,0.61,0.67,0.48,0.44,0.47,0.5,0.59,0.52,0.39,0.64,0.39,0.44,0.46,0.4,0.42,0.61,0.51,0.43,0.45
lufa-lib.csv,0.46,0.59,0.43,0.63,0.47,0.68,0.69,0.61,0.6,0.81,0.52,0.71,0.48,0.38,0.55,0.75,0.49,0.49,0.62
maidsafe-dht.csv,0.6,0.47,0.59,0.44,0.48,0.43,0.79,0.54,0.45,0.38,0.33,0.36,0.67,0.5,0.43,0.92,0.47,0.81,0.82
pixel-commandos.csv,0.89,0.9,0.88,0.93,0.7,0.92,0.99,0.77,0.81,0.75,0.87,0.75,0.93,0.71,0.67,0.62,0.8,0.9,0.99
playerstage.csv,0.59,0.68,0.39,0.51,0.39,0.56,0.5,0.53,0.36,0.55,0.8,0.38,0.45,0.43,0.4,0.58,0.69,0.58,0.43
proftp.csv,0.86,0.75,0.89,0.86,0.8,0.5,0.57,0.56,0.61,0.88,0.8,0.39,0.75,0.0,0.0,0.97,0.6,0.92,0.99
tcvp.csv,0.0,0.67,0.0,0.5,0.0,0.67,0.98,0.9,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.0,0.0,0.74,0.98
theresa.csv,0.46,0.82,0.47,0.47,0.43,0.5,0.48,0.94,0.52,0.31,0.64,0.34,0.41,0.75,0.8,0.8,0.47,0.44,0.4
uwom.csv,0.71,0.83,0.0,0.93,0.94,0.9,0.78,0.54,0.83,0.47,0.92,0.52,0.54,0.4,0.64,0.81,0.0,0.93,0.62
xapian.csv,0.58,0.55,0.51,0.37,0.42,0.46,0.55,0.43,0.42,0.35,0.58,0.44,0.54,0.69,0.38,0.58,0.8,0.82,0.44
yaprm.csv,0.89,0.0,0.56,0.41,0.75,0.44,0.94,0.62,0.39,0.45,0.38,0.34,0.91,0.0,0.0,0.0,0.38,0.52,0.61
