,recall,precision,pf,pci_20,ifa,wins
atlc.csv,0.77,0.43,0.58,0.56,1.0,11
boost-sandbox.csv,0.6,0.39,0.52,0.5,2.0,5
dspace-gsoc.csv,0.7,0.36,0.48,0.39,1.0,4
enlightenment.csv,1.0,0.43,1.0,0.39,2.0,1
fceugc.csv,0.44,0.5,0.37,0.62,1.0,14
gnukeda.csv,0.79,0.42,0.74,0.44,2.0,3
jaolt.csv,0.48,0.47,0.22,0.48,1.0,13
knowledge.csv,0.86,0.43,0.65,0.4,4.0,6
kowari.csv,0.65,0.45,0.49,0.47,1.0,10
lufa-lib.csv,0.57,0.4,0.5,0.59,2.0,8
maidsafe-dht.csv,0.52,0.38,0.27,0.48,1.0,9
pixel-commandos.csv,0.21,0.53,0.12,0.87,2.0,17
playerstage.csv,0.56,0.51,0.43,0.51,2.0,12
proftp.csv,0.25,0.6,0.09,0.75,1.0,18
tcvp.csv,0.0,0.0,0.02,0.0,54.0,0
theresa.csv,0.42,0.6,0.24,0.47,1.0,15
uwom.csv,0.36,0.57,0.18,0.71,2.0,16
xapian.csv,0.75,0.47,0.71,0.51,2.0,7
yaprm.csv,0.43,0.35,0.25,0.44,4.0,2
