,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.19,0.22,0.49,0.51,0.97,0.32,0.84
encog-java.csv,0.95,0.12,0.53,0.1,0.2,0.33,0.19
h2database.csv,0.33,0.91,0.22,0.26,0.07,0.29,0.39
haphazard.csv,0.05,0.09,0.23,0.12,0.18,0.96,0.25
jaql.csv,0.29,0.25,0.54,0.98,0.58,0.33,0.63
raven-monitoring.csv,0.21,0.25,0.96,0.54,0.39,0.37,0.74
v8.csv,0.25,0.27,0.49,0.57,0.58,0.28,1.0
