,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.98,1.0
botsnscouts.csv,0.62,0.8,0.66,0.59,0.56,0.64,0.47,0.59,0.04,0.87,0.45,0.76,0.68,0.29,0.51,0.56,0.8,0.5,0.51
bscwweasel.csv,0.85,0.95,0.97,0.98,0.89,0.25,0.91,0.68,0.96,0.96,0.92,1.02,1.02,0.8,0.88,0.8,0.9,0.98,0.98
bzbyte.csv,0.86,0.9,0.77,0.91,0.79,0.71,0.89,0.75,0.82,0.88,0.86,0.78,0.84,0.75,0.02,0.85,0.63,0.4,0.58
capcode.csv,0.94,1.0,0.79,0.91,0.76,0.85,1.0,0.0,0.9,0.96,0.95,0.83,1.01,1.0,0.92,0.8,0.88,0.74,0.97
emite.csv,0.53,0.91,0.76,0.76,0.65,0.59,0.55,0.75,0.63,0.62,0.66,0.71,0.97,0.48,0.55,0.77,0.1,0.45,0.41
fbmanager.csv,0.64,0.88,0.64,0.03,0.79,0.93,0.66,0.7,0.76,0.56,0.62,0.59,0.81,0.6,0.65,0.55,0.83,1.14,0.62
lcfizvtop.csv,0.83,0.61,0.67,0.74,0.63,0.69,0.86,0.75,0.66,0.73,0.85,0.09,0.69,0.84,0.75,0.73,0.85,0.6,0.58
mediaportal.csv,0.96,0.91,0.66,1.0,0.84,0.93,0.93,0.9,0.82,0.61,0.8,1.0,1.0,0.91,0.93,0.09,0.91,1.21,1.01
nodal.csv,0.68,0.99,0.61,0.76,0.45,0.72,0.64,0.62,0.82,0.04,0.75,0.93,1.01,0.65,0.69,0.62,0.94,0.71,0.92
paintown.csv,0.0,0.64,0.79,0.6,0.63,0.62,0.35,0.67,0.66,0.66,0.55,0.59,0.71,0.64,0.8,0.59,0.57,0.64,0.59
powerfolder.csv,0.93,0.99,1.0,1.0,1.0,0.95,0.76,1.0,1.0,1.0,0.95,1.0,1.0,0.0,0.96,0.99,1.0,0.95,1.0
retromenu.csv,0.97,0.97,0.84,0.94,0.78,0.85,0.0,0.85,0.89,0.87,0.69,1.0,0.67,0.6,0.83,0.73,1.0,0.86,0.96
smbopensoft.csv,0.74,0.03,0.59,0.89,0.59,0.56,0.69,0.72,0.64,0.91,0.63,0.73,0.52,0.34,0.79,0.6,0.82,0.55,0.8
sqlpower-library.csv,0.62,0.56,0.51,0.77,0.07,0.63,0.32,0.68,0.66,0.75,0.94,0.98,0.97,0.38,0.71,0.69,0.76,1.04,0.8
st-filteredstatistics.csv,0.53,0.59,0.64,0.46,0.8,0.54,0.63,0.64,0.6,0.8,0.08,0.63,0.48,0.63,0.62,0.64,0.52,0.67,0.53
triplea.csv,0.72,0.78,0.03,0.71,0.79,0.57,0.54,0.64,0.66,0.73,0.56,0.95,1.03,0.33,0.61,0.6,0.81,0.64,0.47
uface.csv,0.93,1.0,0.89,0.94,0.78,0.46,0.88,0.74,0.9,0.86,0.85,0.89,1.0,0.86,0.77,0.9,0.6,1.01,0.02
