,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.34,0.73,0.37,0.05,0.08,0.56,0.93,0.67,0.59,0.81,0.58,0.11,0.34,0.11,0.89,0.42,0.21,0.31
bigdata.csv,0.29,0.7,0.59,0.0,0.0,0.36,0.94,0.62,0.42,0.62,0.76,0.14,0.38,0.11,0.92,0.37,0.38,0.42
chaperon.csv,0.33,0.53,0.29,0.0,0.5,0.24,0.9,0.62,0.67,0.61,0.0,0.33,0.34,0.1,0.85,0.38,0.31,0.3
e-bio-flow.csv,0.29,0.59,0.6,0.09,0.0,0.57,0.91,0.51,0.25,0.88,0.61,0.06,0.38,0.09,0.91,0.48,0.29,0.67
exist.csv,0.41,0.56,0.36,0.04,0.07,0.41,0.91,0.79,0.46,0.71,0.6,0.09,0.31,0.08,0.91,0.4,0.21,0.32
freedom-erp.csv,0.11,0.0,0.65,0.04,0.0,0.48,0.95,0.8,0.0,1.0,0.79,0.67,0.39,0.0,0.95,0.0,0.5,0.0
geotools.csv,0.38,0.58,0.32,0.03,0.0,0.38,0.95,0.59,0.52,0.79,0.64,0.25,0.43,0.08,0.9,0.45,0.24,0.47
jaxlib.csv,0.54,0.55,0.29,0.5,0.05,0.33,1.0,0.5,0.55,0.7,0.29,0.11,0.25,0.06,0.9,0.4,0.15,0.26
jppf-project.csv,0.4,0.56,0.46,0.02,0.05,0.26,0.99,0.53,0.5,0.7,0.62,0.12,0.28,0.05,0.86,0.42,0.13,0.33
matrex.csv,0.35,0.69,0.39,0.08,0.5,0.41,0.94,0.86,0.85,0.86,0.71,0.5,0.3,0.0,0.79,0.4,0.27,0.42
mediate.csv,0.55,0.67,0.31,0.05,0.12,0.27,0.91,0.65,0.52,0.77,0.56,0.13,0.26,0.07,0.88,0.41,0.23,0.3
nunit.csv,0.25,0.67,0.31,0.05,0.0,0.35,0.94,0.61,0.0,0.72,0.45,0.17,0.29,0.08,0.9,0.43,0.39,0.45
octet.csv,0.3,0.57,0.36,0.0,0.05,0.27,0.92,0.55,0.53,0.77,0.62,0.36,0.35,0.14,0.89,0.42,0.3,0.55
pokenetonline.csv,0.33,0.58,0.37,0.04,0.06,0.26,0.92,0.57,0.49,0.88,0.58,0.14,0.3,0.07,0.88,0.42,0.23,0.37
reaper3d.csv,0.38,0.8,0.35,0.0,0.1,0.35,0.91,0.68,0.6,0.76,0.62,0.1,0.2,0.17,0.86,0.45,0.11,0.3
simplewebservices.csv,0.29,0.55,0.43,0.04,0.1,0.22,0.91,0.72,0.41,0.71,0.58,0.22,0.33,0.07,0.88,0.58,0.32,0.37
stajistics.csv,0.25,0.6,0.41,0.04,0.15,0.28,0.92,0.57,0.5,0.74,0.59,0.19,0.36,0.07,0.88,0.42,0.29,0.47
swtfox.csv,0.63,0.49,0.53,0.06,0.07,0.2,0.88,0.53,0.37,0.68,0.23,0.14,0.27,0.07,0.88,0.44,0.23,0.31
