,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,289.5,476.5,196.0,267.5,473.5
ingex.csv,377.0,481.5,86.5,461.5,375.0
jgnash.csv,94.5,572.0,196.0,503.0,379.0
openefm.csv,189.0,190.0,338.0,66.5,280.5
synecdoche.csv,281.5,479.5,165.0,1820.0,87.5
