,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.01,0.31,0.22,0.34,0.55,0.34,0.27,0.47,0.27,0.86
array4j.csv,0.01,0.26,0.27,0.32,0.41,0.26,0.23,0.49,0.2,0.94
beast-mcmc.csv,0.01,0.54,0.18,0.33,0.55,0.25,0.47,0.54,0.36,0.7
continuum-ide.csv,0.0,0.53,0.27,0.52,0.4,0.19,0.25,0.5,0.38,0.94
jam-daq.csv,0.02,0.66,0.31,0.19,0.67,0.17,0.6,0.5,0.42,0.86
l2j.csv,0.01,0.3,0.16,0.34,0.44,0.16,0.28,0.5,0.26,0.85
nodal.csv,0.0,0.41,0.38,0.33,0.49,0.16,0.59,0.58,0.23,0.92
projectfactory.csv,0.0,0.32,0.31,0.44,0.52,0.11,0.46,0.58,0.32,0.78
roolo.csv,0.0,0.27,0.25,0.29,0.49,0.14,0.23,0.48,0.7,0.71
