,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.85,0.67,0.68,0.71,0.6,0.45,0.74,0.96,0.82,0.59
array4j.csv,0.72,0.88,0.58,0.92,0.78,0.56,0.79,0.89,0.92,0.75
beast-mcmc.csv,0.65,0.39,0.8,0.85,0.67,0.51,0.71,0.69,0.69,0.74
continuum-ide.csv,1.03,0.85,0.82,0.39,0.83,0.87,0.82,0.86,0.75,0.92
jam-daq.csv,0.42,0.48,0.76,0.88,0.42,0.83,0.74,0.72,0.77,0.81
l2j.csv,0.74,0.69,0.82,0.68,0.92,0.78,0.69,0.8,0.93,0.42
nodal.csv,1.04,0.77,0.64,0.71,0.68,0.8,0.46,0.83,0.88,0.88
projectfactory.csv,1.11,0.64,0.58,0.48,0.72,0.85,0.75,0.55,0.76,0.58
roolo.csv,1.31,0.78,0.68,0.85,0.66,0.81,0.89,0.73,0.28,0.87
