,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.62,0.5,0.17,0.21,0.24,0.17,0.36,0.35,0.33,0.29,0.34
etherboot.csv,0.0,0.0,0.47,0.53,0.0,0.69,0.05,0.6,0.0,0.0,0.0
ffigo.csv,0.0,0.28,0.2,0.57,0.0,0.06,0.42,0.5,0.77,0.4,0.05
gebr.csv,0.6,0.44,0.13,0.57,0.69,0.7,0.37,0.24,0.2,0.17,0.36
gpac.csv,0.17,0.27,0.63,0.2,0.7,0.66,0.6,0.4,0.0,0.04,0.54
libtorrent.csv,0.0,0.55,0.68,0.29,0.6,0.7,0.76,0.65,0.6,0.3,0.52
miranda.csv,0.0,0.0,0.45,0.57,0.17,0.0,0.66,0.12,0.0,0.22,0.71
modellus.csv,0.23,0.41,0.63,0.58,0.63,0.55,0.46,0.78,0.5,0.17,0.51
mplayer-ce.csv,0.44,0.65,0.68,0.26,0.55,0.51,0.67,0.57,0.64,0.56,0.62
nicepress.csv,0.36,0.64,0.84,0.42,0.17,0.59,0.52,0.54,0.42,0.09,0.35
vapor.csv,0.0,0.66,0.26,0.67,0.54,0.56,0.41,0.42,0.11,0.32,0.34
