,recall,precision,pf,pci_20,ifa,wins
array4j.csv,0.575,0.195,0.65,0.525,12.5,2
chaosrts.csv,0.645,0.28,0.385,0.46499999999999997,5.5,9
dxengine.csv,0.21000000000000002,0.20500000000000002,0.185,0.79,4.0,8
e-bio-flow.csv,0.4,0.23,0.3,0.535,8.0,6
jbpm.csv,0.105,0.39,0.05,0.74,1.0,14
jchassis.csv,0.0,0.0,0.0,0.0,79.5,0
jmoney.csv,0.5449999999999999,0.275,0.33999999999999997,0.425,2.0,7
jmonkeyengine.csv,0.42000000000000004,0.185,0.635,0.58,6.0,1
joustsim.csv,0.6499999999999999,0.22499999999999998,0.38,0.6,4.5,10
jsidplay2.csv,0.81,0.22,0.8,0.42,3.0,4
log4net.csv,0.4,0.265,0.18,0.6499999999999999,2.0,12
piccolo2d.csv,0.405,0.33999999999999997,0.175,0.545,2.0,13
reaper3d.csv,0.26,0.4,0.23500000000000001,0.555,1.0,11
sblim.csv,0.24,0.43,0.125,0.85,2.0,15
thedata.csv,0.73,0.245,0.68,0.485,2.5,5
tmva.csv,0.76,0.195,0.735,0.415,7.5,3
