,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.37,0.41,0.35,0.66,0.16,0.22,0.19,0.05,0.41,0.39,0.36,0.19,0.11,0.0,0.88,0.1
chaosrts.csv,0.43,0.37,0.46,0.41,0.17,0.3,0.28,0.08,0.39,0.47,0.85,0.43,0.17,0.0,0.88,0.09
dxengine.csv,0.57,0.15,0.67,0.66,0.52,0.14,0.0,0.06,0.09,0.29,0.3,0.17,0.31,0.0,0.25,0.06
e-bio-flow.csv,0.21,0.2,0.22,0.65,0.2,0.28,0.17,0.07,0.42,0.61,0.48,0.48,0.13,0.0,0.38,0.06
jbpm.csv,0.27,0.15,0.07,0.1,0.2,0.0,0.56,0.0,0.33,0.31,0.01,0.09,0.0,0.0,0.49,0.2
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
jmoney.csv,0.79,0.33,0.65,0.56,0.37,0.37,0.32,0.05,0.29,0.55,0.49,0.37,0.21,0.0,0.63,0.06
jmonkeyengine.csv,0.23,0.23,0.56,0.38,0.45,0.14,0.3,0.02,0.54,0.33,0.73,0.13,0.1,0.07,0.4,0.04
joustsim.csv,0.2,0.22,0.58,0.3,0.33,0.21,0.37,0.04,0.47,0.34,0.62,0.77,0.15,0.1,0.3,0.25
jsidplay2.csv,0.56,0.37,0.44,0.85,0.33,0.25,0.21,0.04,0.38,0.52,0.77,0.24,0.07,0.08,0.89,0.1
log4net.csv,0.65,0.32,0.29,0.4,0.28,0.29,0.19,0.27,0.0,0.45,0.21,0.43,0.31,0.0,0.49,0.11
piccolo2d.csv,0.63,0.29,0.37,0.51,0.36,0.54,0.27,0.18,0.3,0.52,0.41,0.31,0.12,0.0,0.59,0.09
reaper3d.csv,0.54,0.13,0.58,0.68,0.47,0.19,0.15,0.0,0.19,0.4,0.23,0.37,0.26,0.0,0.09,0.33
sblim.csv,0.4,0.0,0.29,0.24,0.63,0.47,0.53,0.0,0.34,0.32,0.63,0.35,0.0,0.0,0.29,0.07
thedata.csv,0.52,0.31,0.55,0.78,0.4,0.19,0.11,0.03,0.27,0.47,0.53,0.32,0.16,0.0,0.71,0.62
tmva.csv,0.38,0.38,0.39,0.75,0.16,0.26,0.22,0.05,0.39,0.53,0.81,0.26,0.17,0.0,0.94,0.13
