,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.95,0.45,0.51,0.59,0.43,0.42,0.57,0.4,0.34,0.47,0.37,0.57,0.39
bscwweasel.csv,0.75,0.91,0.5,0.63,0.42,0.54,0.54,0.43,0.71,0.6,0.76,0.91,0.49
capcode.csv,0.0,0.45,0.51,0.51,0.86,0.69,0.78,0.97,0.7,0.56,0.68,0.86,0.58
emite.csv,0.29,0.55,0.51,0.86,0.37,0.51,0.84,0.8,0.76,0.64,0.44,0.53,0.91
geogebra.csv,0.75,0.42,0.61,0.6,0.34,0.42,0.39,0.44,0.37,0.43,0.9,0.5,0.42
hibernate.csv,0.3,0.89,0.52,0.43,0.35,0.39,0.52,0.84,0.39,0.57,0.76,0.58,0.45
lamp.csv,0.66,0.73,0.82,0.48,0.35,0.38,0.39,0.56,0.38,0.44,0.69,0.42,0.46
nodal.csv,0.5,0.92,0.62,0.55,0.48,0.5,0.5,0.94,0.75,0.65,0.91,0.74,0.48
retromenu.csv,0.5,0.6,0.94,0.78,0.36,0.67,0.4,0.96,0.48,0.97,0.92,0.54,0.6
smbopensoft.csv,0.4,0.39,0.47,0.54,0.37,0.5,0.5,0.62,0.44,0.44,0.37,0.49,0.47
stuproa-cims.csv,0.0,0.0,0.79,0.89,0.44,0.75,0.5,0.77,0.78,0.98,0.85,0.61,0.46
thout.csv,0.53,0.45,0.56,0.62,0.38,0.38,0.39,0.36,0.32,0.44,0.38,0.43,0.53
uface.csv,0.27,0.4,0.46,0.44,0.31,0.38,0.37,0.4,0.44,0.39,0.39,0.41,0.36
