,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.25,0.16,0.42,0.26,0.51,0.22,0.74,0.38,0.42,0.4,0.6,0.39,0.82
bscwweasel.csv,0.06,0.08,0.38,0.42,0.51,0.32,0.58,0.39,0.38,0.4,0.35,0.42,0.72
capcode.csv,0.02,0.2,0.4,0.25,0.29,0.42,0.48,0.34,0.52,0.44,0.37,0.35,0.6
emite.csv,0.68,0.12,0.39,0.18,0.58,0.15,0.31,0.28,0.18,0.31,0.66,0.41,0.35
geogebra.csv,0.08,0.2,0.44,0.3,0.59,0.29,0.83,0.38,0.48,0.45,0.2,0.5,0.72
hibernate.csv,0.58,0.26,0.36,0.24,0.55,0.26,0.45,0.37,0.38,0.47,0.35,0.47,0.73
lamp.csv,0.44,0.41,0.36,0.26,0.48,0.23,0.85,0.46,0.46,0.45,0.26,0.41,0.71
nodal.csv,0.04,0.15,0.43,0.27,0.35,0.29,0.04,0.2,0.6,0.37,0.29,0.41,0.59
retromenu.csv,0.04,0.21,0.39,0.28,0.73,0.13,0.67,0.21,0.35,0.18,0.32,0.52,0.49
smbopensoft.csv,0.79,0.18,0.34,0.23,0.48,0.25,0.75,0.29,0.46,0.42,0.56,0.33,0.74
stuproa-cims.csv,0.0,0.13,0.38,0.31,0.53,0.0,0.04,0.57,0.34,0.25,0.32,0.41,0.77
thout.csv,0.56,0.17,0.47,0.24,0.47,0.26,0.85,0.38,0.43,0.4,0.56,0.37,0.63
uface.csv,0.66,0.18,0.38,0.3,0.56,0.26,0.81,0.39,0.36,0.47,0.56,0.42,0.96
