,f1,g,recall,precision,pf,wins
boost-sandbox.csv,0.4,0.52,0.64,0.29,0.52,3
bscwweasel.csv,0.39,0.45,0.45,0.41,0.24,7
capcode.csv,0.37,0.51,0.47,0.36,0.25,8
emite.csv,0.31,0.35,0.32,0.33,0.29,0
geogebra.csv,0.44,0.57,0.58,0.4,0.37,12
hibernate.csv,0.38,0.53,0.57,0.42,0.52,5
lamp.csv,0.44,0.57,0.64,0.35,0.47,11
nodal.csv,0.29,0.45,0.4,0.44,0.12,9
retromenu.csv,0.32,0.35,0.3,0.54,0.15,4
smbopensoft.csv,0.42,0.56,0.78,0.3,0.68,6
stuproa-cims.csv,0.32,0.34,0.3,0.44,0.13,2
thout.csv,0.43,0.44,0.8,0.27,0.83,1
uface.csv,0.42,0.58,0.91,0.28,0.69,10
