,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.92,0.57,0.75,0.35,0.77,0.51,0.19,0.41,0.36,0.05
chaosrts.csv,0.71,0.21,1.0,0.48,0.26,0.33,0.5,0.15,1.0,0.16
lazarus-ccr.csv,0.83,0.21,1.0,0.92,0.69,0.65,0.5,0.75,0.95,0.79
linuxsh.csv,0.62,0.61,0.27,0.06,0.6,0.23,0.06,0.02,0.2,0.11
migen.csv,0.54,0.5,0.4,0.18,0.29,0.35,0.0,0.1,0.31,0.63
moviesandbox.csv,0.54,0.46,0.13,0.23,0.4,0.21,0.08,0.08,0.24,0.42
sauerbraten.csv,0.33,0.71,0.98,0.65,0.77,0.84,0.85,0.59,0.82,0.95
scite-ru.csv,0.75,0.93,0.49,0.71,0.74,0.74,0.21,0.66,0.55,1.0
vrjuggler.csv,0.04,0.54,0.0,0.01,0.09,0.16,0.13,0.39,0.02,0.37
xuggle.csv,0.38,0.54,0.6,0.21,0.54,0.35,0.38,0.44,0.56,0.47
