,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.3,0.45,0.53,0.58,0.53,0.34,0.06,0.28,0.73,0.09
chaosrts.csv,0.6,0.65,0.0,0.7,0.53,0.5,0.52,0.07,0.0,0.75
lazarus-ccr.csv,0.44,0.82,0.0,0.28,0.51,0.59,0.44,0.56,0.2,0.53
linuxsh.csv,0.64,0.5,0.8,0.24,0.63,0.33,0.0,0.0,0.22,0.11
migen.csv,0.65,0.47,0.56,0.61,0.58,0.7,0.0,0.07,0.3,0.57
moviesandbox.csv,0.73,0.4,0.5,0.52,0.73,0.48,0.06,0.07,0.17,0.55
sauerbraten.csv,0.81,0.64,0.09,0.66,0.59,0.43,0.42,0.68,0.48,0.21
scite-ru.csv,0.61,0.27,0.67,0.62,0.61,0.58,0.42,0.6,0.47,0.0
vrjuggler.csv,0.16,0.49,0.0,0.0,0.24,0.07,0.17,0.57,0.09,0.5
xuggle.csv,0.71,0.64,0.63,0.75,0.65,0.55,0.62,0.22,0.57,0.48
