,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.42,0.81,0.48,0.25,0.05,0.52,0.0,0.43,0.24,0.0,0.44,0.72,0.13,0.46,0.59,0.41,0.31,0.7,0.62,0.59
aubit4gl.csv,0.04,0.38,0.33,0.36,0.67,0.29,0.16,0.21,0.12,0.0,0.44,0.18,0.0,0.2,0.3,0.29,0.67,0.0,0.47,0.23
bionote.csv,0.41,0.2,0.4,0.16,0.28,0.45,0.5,0.28,0.24,0.0,0.1,0.85,0.0,0.26,0.0,0.94,0.25,0.59,0.42,0.53
bullet.csv,0.29,0.3,0.64,0.65,0.46,0.75,0.64,0.37,0.32,0.61,0.69,0.42,0.68,0.65,0.13,0.09,0.59,0.56,0.54,0.48
customwars.csv,0.57,0.37,0.65,0.38,0.6,0.44,0.47,0.61,0.34,0.37,0.48,0.81,0.0,0.46,0.07,0.85,0.26,0.47,0.54,0.4
findbugs.csv,0.69,0.67,0.67,0.13,0.56,0.66,0.44,0.47,0.35,0.49,0.68,0.15,0.0,0.68,0.54,0.58,0.69,0.37,0.69,0.55
frogatto.csv,0.35,0.38,0.64,0.54,0.55,0.65,0.35,0.67,0.44,0.51,0.66,0.8,0.0,0.62,0.53,0.67,0.54,0.69,0.09,0.6
grisbi.csv,0.13,0.48,0.27,0.3,0.53,0.44,0.13,0.21,0.3,0.43,0.64,0.84,0.51,0.0,0.59,0.24,0.09,0.34,0.53,0.3
lsb.csv,0.52,0.33,0.53,0.8,0.65,0.59,0.38,0.4,0.48,0.65,0.53,0.2,0.0,0.53,0.4,0.58,0.46,0.39,0.53,0.48
oscarmcmaster.csv,0.61,0.54,0.55,0.61,0.63,0.52,0.43,0.64,0.12,0.2,0.67,0.59,0.39,0.62,0.27,0.52,0.68,0.64,0.6,0.58
plearn.csv,0.68,0.31,0.61,0.0,0.05,0.55,0.0,0.54,0.49,0.2,0.38,0.72,0.47,0.61,0.0,0.29,0.31,0.45,0.51,0.57
psrchive.csv,0.56,0.84,0.61,0.47,0.67,0.51,0.55,0.56,0.24,0.0,0.38,0.73,0.0,0.52,0.5,0.53,0.67,0.53,0.47,0.47
re2c.csv,0.45,1.0,0.6,0.4,0.49,0.49,0.0,0.38,0.44,0.52,0.57,0.25,0.61,0.63,0.38,0.38,0.7,0.3,0.51,0.5
rebecca-aiml.csv,0.5,0.74,0.67,0.74,0.63,0.71,0.16,0.45,0.64,0.45,0.78,0.66,0.45,0.66,0.69,0.54,0.88,0.63,0.32,0.57
rtrt-on-gpu.csv,0.52,0.27,0.51,0.64,0.64,0.53,0.41,0.21,0.72,0.33,0.37,0.59,0.13,0.23,0.32,0.49,0.33,0.61,0.4,0.37
stemkit.csv,0.1,0.54,0.17,0.63,0.58,0.31,0.54,0.44,0.24,0.68,0.36,0.4,0.37,0.2,0.11,0.55,0.4,0.41,0.52,0.24
tcvp.csv,0.0,0.0,0.09,0.38,0.0,0.01,0.0,0.0,0.0,0.53,0.22,0.0,0.69,0.2,0.2,0.0,0.2,0.0,0.05,0.11
tktoolkit.csv,0.28,0.52,0.58,0.47,0.57,0.7,0.53,0.57,0.67,0.54,0.33,0.44,0.6,0.57,0.56,0.17,0.72,0.64,0.48,0.58
tycho.csv,0.39,0.71,0.41,0.09,0.16,0.34,0.11,0.49,0.0,0.2,0.44,0.48,0.25,0.44,0.72,0.55,0.52,0.35,0.5,0.41
xstore.csv,0.38,0.2,0.55,0.34,0.3,0.5,0.37,0.45,0.23,0.52,0.68,0.52,0.59,0.69,0.56,0.58,0.79,0.58,0.55,0.55
