,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.64,0.32,0.58,0.84,0.96,0.77,1.0,0.76,0.8,1.01,0.63,0.37,0.95,0.66,0.61,0.75,1.03,0.37,0.53,0.52
aubit4gl.csv,0.97,0.67,0.75,0.69,0.51,0.82,0.87,0.83,0.9,1.0,0.74,0.95,1.0,0.84,0.81,0.76,0.53,1.0,0.64,0.82
bionote.csv,0.66,0.88,0.69,0.87,0.81,0.67,0.75,0.77,0.8,1.0,0.92,0.21,1.0,0.8,1.0,0.23,0.92,0.54,0.73,0.61
bullet.csv,0.8,0.92,0.69,0.43,0.85,0.37,0.6,0.85,0.94,0.76,0.6,0.88,0.58,0.53,0.89,0.99,0.47,0.69,0.76,0.81
customwars.csv,0.54,0.75,0.48,0.67,0.57,0.68,0.62,0.51,0.74,0.72,0.58,0.22,1.0,0.6,0.94,0.3,0.78,0.62,0.74,0.7
findbugs.csv,0.6,0.49,0.54,0.89,0.61,0.62,0.62,0.84,0.71,0.73,0.45,0.88,1.0,0.54,0.55,0.66,0.6,0.69,0.4,0.62
frogatto.csv,0.9,0.9,0.67,0.52,0.78,0.65,0.91,0.67,0.87,0.67,0.45,0.44,1.0,0.69,0.56,0.71,0.7,0.6,0.98,0.72
grisbi.csv,0.97,0.84,0.94,1.01,0.81,0.86,0.99,0.95,0.92,0.88,0.71,0.31,0.82,1.0,0.7,0.95,0.98,0.91,0.8,0.92
lsb.csv,0.74,0.94,0.8,0.32,0.57,0.57,0.77,0.89,0.83,0.53,0.66,0.84,1.01,0.78,0.74,0.66,0.73,0.81,0.8,0.82
oscarmcmaster.csv,0.71,0.56,0.68,0.71,0.58,0.81,0.65,0.7,0.9,0.91,0.56,0.74,0.94,0.67,0.93,0.79,0.69,0.6,0.68,0.56
plearn.csv,0.51,1.01,0.59,1.0,0.96,0.68,1.0,0.74,0.74,0.89,0.68,0.37,0.64,0.57,1.0,0.78,0.83,0.71,0.68,0.68
psrchive.csv,0.57,0.2,0.45,0.8,0.65,0.69,0.72,0.56,0.8,1.02,0.68,0.34,1.01,0.67,0.58,0.57,0.59,0.57,0.62,0.62
re2c.csv,0.64,0.02,0.63,0.9,0.62,0.66,1.0,0.94,0.64,0.82,0.77,1.04,0.71,0.59,0.89,0.88,0.54,0.88,0.67,0.65
rebecca-aiml.csv,0.61,0.52,0.66,0.43,0.69,0.53,0.87,0.86,0.6,0.87,0.4,0.62,0.76,0.49,0.65,0.81,0.18,0.52,0.91,0.69
rtrt-on-gpu.csv,0.78,0.98,0.8,0.51,0.67,0.76,0.89,0.87,0.35,0.94,0.76,0.49,0.96,0.89,0.94,0.73,0.98,0.65,0.82,0.79
stemkit.csv,0.92,0.56,0.88,0.45,0.63,0.76,0.72,0.69,0.8,0.43,0.77,0.83,0.72,0.86,0.92,0.77,0.65,0.7,0.61,0.83
tcvp.csv,1.0,1.0,0.93,0.67,1.0,0.99,1.0,1.0,1.0,0.6,0.85,1.0,0.4,0.83,0.83,1.0,0.83,1.0,0.97,0.93
tktoolkit.csv,0.83,0.61,0.59,0.85,0.73,0.41,0.54,0.74,0.67,0.81,0.91,0.88,0.75,0.6,0.56,0.96,0.34,0.56,0.83,0.7
tycho.csv,0.68,0.35,0.66,0.98,0.87,0.78,0.92,0.67,1.0,0.86,0.64,0.65,0.86,0.63,0.36,0.51,0.62,0.71,0.59,0.65
xstore.csv,0.73,0.84,0.67,0.91,0.92,0.59,0.9,0.87,0.87,0.8,0.53,0.55,0.68,0.41,0.56,0.66,0.41,0.63,0.77,0.63
