,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.5,0.26,0.4,0.18,1.0,0.75,0.0,0.13,0.67,0.0,0.74,0.94,0.04,0.59,0.62,0.12,0.16,0.49,0.52,0.33
aubit4gl.csv,0.67,0.29,0.19,0.58,0.66,0.71,0.43,0.25,0.25,0.0,0.5,0.62,0.0,0.53,0.5,0.29,0.4,0.0,0.48,0.26
bionote.csv,0.43,0.07,0.22,0.86,0.5,0.8,0.12,0.4,1.0,0.0,1.0,0.97,0.0,0.62,0.0,0.4,0.16,0.29,0.38,0.27
bullet.csv,0.26,0.11,0.19,0.5,0.56,0.89,0.16,0.1,0.14,0.1,0.61,0.82,0.15,0.65,1.0,0.12,0.72,0.19,0.38,0.17
customwars.csv,0.43,0.1,0.27,1.0,0.62,0.79,0.2,0.26,0.21,0.1,1.0,0.98,0.0,0.79,1.0,0.33,0.67,0.28,0.38,0.25
findbugs.csv,0.37,0.18,0.23,1.0,0.6,0.81,0.31,0.12,0.38,0.07,0.71,1.0,0.0,0.63,0.72,0.15,0.37,0.29,0.63,0.25
frogatto.csv,0.29,0.1,0.19,0.69,0.55,0.8,0.13,0.19,0.13,0.09,0.72,0.91,0.0,0.57,0.74,0.18,0.3,0.25,0.37,0.23
grisbi.csv,0.29,0.11,0.16,0.12,0.55,0.78,0.11,0.16,0.17,0.06,0.58,0.94,0.12,0.51,0.58,0.12,0.3,0.18,0.38,0.21
lsb.csv,0.28,0.06,0.16,0.51,0.62,0.83,0.11,0.14,0.15,0.12,0.56,0.92,0.0,0.51,0.54,0.15,0.28,0.14,0.4,0.18
oscarmcmaster.csv,0.32,0.19,0.17,0.27,0.61,0.75,0.2,0.19,0.33,0.04,0.62,0.84,0.08,0.57,0.57,0.12,0.36,0.23,0.42,0.29
plearn.csv,0.41,0.05,0.2,0.0,0.5,0.78,0.0,0.15,0.16,0.04,0.71,0.94,0.15,0.62,0.53,0.14,0.22,0.19,0.4,0.22
psrchive.csv,0.39,0.45,0.44,0.21,0.6,0.77,0.13,0.24,0.4,0.0,0.75,0.96,0.0,0.56,0.73,0.22,0.37,0.3,0.52,0.33
re2c.csv,0.41,0.86,0.19,0.22,0.62,0.79,0.0,0.1,0.29,0.09,0.55,0.62,0.12,0.61,0.58,0.09,0.39,0.11,0.41,0.25
rebecca-aiml.csv,0.38,0.17,0.2,0.41,0.58,0.84,0.33,0.16,0.22,0.06,0.71,0.86,0.1,0.67,0.63,0.16,0.73,0.28,0.39,0.22
rtrt-on-gpu.csv,0.27,0.08,0.14,0.36,0.59,0.75,0.12,0.1,0.44,0.04,0.5,0.92,0.04,0.36,0.38,0.12,0.21,0.22,0.31,0.17
stemkit.csv,0.24,0.19,0.12,0.48,0.58,0.82,0.13,0.17,0.33,0.17,0.48,0.76,0.13,0.44,0.6,0.14,0.68,0.22,0.47,0.17
tcvp.csv,0.0,0.0,0.17,0.75,0.0,1.0,0.0,0.0,0.0,0.11,0.44,0.0,0.26,1.0,0.86,0.0,0.69,0.0,0.33,0.12
tktoolkit.csv,0.22,0.14,0.21,0.28,0.54,0.89,0.34,0.16,0.22,0.09,0.53,0.78,0.13,0.6,0.68,0.14,0.64,0.25,0.33,0.22
tycho.csv,0.44,0.44,0.33,0.07,0.64,0.74,0.12,0.17,0.0,0.07,0.7,0.86,0.07,0.72,0.81,0.4,0.36,0.36,0.54,0.41
xstore.csv,0.31,0.25,0.17,0.24,0.54,0.86,0.13,0.13,0.11,0.07,0.63,0.94,0.12,0.76,0.68,0.15,0.48,0.22,0.39,0.25
