,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.73,0.68,0.93,0.89,0.5,0.42,0.0,0.62,0.67,0.91,0.58,0.35,0.56,0.56,0.65,0.72,0.54,0.73,0.61,0.85
aubit4gl.csv,0.67,0.86,0.9,0.96,0.47,0.92,0.86,0.92,0.75,0.86,0.67,0.94,0.0,0.93,0.78,0.86,0.68,0.67,0.84,0.97
bionote.csv,0.61,0.6,0.61,0.86,0.65,0.43,0.37,0.9,0.5,0.0,0.67,0.28,0.0,0.81,0.0,0.55,0.79,0.53,0.52,0.56
bullet.csv,0.69,0.42,0.43,0.66,0.35,0.37,0.4,0.55,0.4,0.36,0.45,0.39,0.43,0.42,0.75,0.38,0.72,0.55,0.44,0.49
customwars.csv,0.43,0.4,0.39,0.87,0.32,0.41,0.49,0.49,0.43,0.52,0.53,0.28,0.0,0.42,0.5,0.48,0.83,0.47,0.33,0.5
findbugs.csv,0.4,0.5,0.41,0.8,0.38,0.35,0.86,0.45,0.75,0.39,0.38,0.88,0.0,0.44,0.4,0.61,0.5,0.63,0.6,0.65
frogatto.csv,0.4,0.4,0.41,0.59,0.33,0.3,0.36,0.33,0.41,0.46,0.41,0.28,0.67,0.43,0.43,0.33,0.59,0.38,0.3,0.36
grisbi.csv,0.4,0.45,0.4,0.81,0.35,0.38,0.4,0.34,0.42,0.43,0.38,0.31,0.37,0.48,0.51,0.39,0.41,0.46,0.33,0.37
lsb.csv,0.51,0.42,0.42,0.71,0.43,0.53,0.7,0.36,0.54,0.65,0.71,0.92,0.9,0.56,0.62,0.52,0.74,0.61,0.38,0.46
oscarmcmaster.csv,0.46,0.75,0.46,0.62,0.46,0.45,0.83,0.36,0.67,0.59,0.43,0.37,0.38,0.47,0.41,0.41,0.45,0.51,0.35,0.48
plearn.csv,0.45,0.39,0.45,0.0,0.75,0.45,0.0,0.5,0.45,0.62,0.59,0.35,0.52,0.49,0.42,0.93,0.65,0.57,0.57,0.57
psrchive.csv,0.55,0.91,0.67,0.72,0.4,0.5,0.52,0.61,0.8,0.86,0.62,0.33,0.92,0.56,0.64,0.83,0.57,0.68,0.78,0.72
re2c.csv,0.71,0.86,0.52,0.62,0.75,0.74,0.89,0.45,0.86,0.37,0.39,0.88,0.42,0.55,0.42,0.54,0.58,0.88,0.65,0.74
rebecca-aiml.csv,0.47,0.43,0.37,0.6,0.33,0.34,0.89,0.33,0.44,0.35,0.4,0.34,0.4,0.39,0.41,0.34,0.61,0.47,0.33,0.39
rtrt-on-gpu.csv,0.53,0.45,0.48,0.66,0.4,0.45,0.44,0.8,0.81,0.54,0.71,0.42,0.93,0.92,0.69,0.53,0.51,0.55,0.44,0.56
stemkit.csv,0.95,0.62,0.88,0.68,0.39,0.82,0.47,0.78,0.83,0.71,0.8,0.62,0.83,0.94,0.8,0.43,0.89,0.78,0.57,0.83
tcvp.csv,0.0,0.0,0.83,0.85,0.75,0.0,0.0,0.0,0.0,0.52,0.75,0.0,0.78,0.88,0.86,0.67,0.92,0.0,0.67,0.97
tktoolkit.csv,0.67,0.57,0.58,0.59,0.36,0.43,0.81,0.4,0.54,0.36,0.44,0.47,0.35,0.58,0.46,0.36,0.64,0.52,0.33,0.43
tycho.csv,0.78,0.89,0.93,0.98,0.91,0.74,0.94,0.62,0.75,0.87,0.65,0.51,0.52,0.52,0.55,0.9,0.73,0.96,0.75,0.98
xstore.csv,0.72,0.75,0.43,0.58,0.35,0.47,0.38,0.38,0.61,0.38,0.39,0.45,0.36,0.44,0.43,0.42,0.5,0.45,0.39,0.46
