,f1,g,recall,precision,pf,wins
adobe-source.csv,0.405,0.435,0.4,0.445,0.28500000000000003,16
aubit4gl.csv,0.25,0.26,0.22,0.41500000000000004,0.12000000000000001,5
bionote.csv,0.31,0.28,0.24,0.39,0.21500000000000002,4
bullet.csv,0.28,0.55,0.7,0.225,0.575,9
customwars.csv,0.37,0.46499999999999997,0.415,0.355,0.26,13
findbugs.csv,0.345,0.555,0.575,0.37,0.385,17
frogatto.csv,0.385,0.545,0.79,0.27,0.65,12
grisbi.csv,0.32499999999999996,0.32,0.885,0.195,0.88,1
lsb.csv,0.275,0.5,0.5700000000000001,0.23,0.49,7
oscarmcmaster.csv,0.395,0.585,0.705,0.305,0.615,14
plearn.csv,0.25,0.45999999999999996,0.47,0.21000000000000002,0.425,2
psrchive.csv,0.455,0.525,0.505,0.395,0.255,18
re2c.csv,0.35,0.49,0.485,0.33999999999999997,0.49,8
rebecca-aiml.csv,0.405,0.635,0.77,0.355,0.515,19
rtrt-on-gpu.csv,0.32,0.405,0.565,0.245,0.555,3
stemkit.csv,0.26,0.4,0.36,0.28500000000000003,0.275,6
tcvp.csv,0.045,0.030000000000000002,0.025,0.11499999999999999,0.035,0
tktoolkit.csv,0.385,0.565,0.685,0.265,0.64,10
tycho.csv,0.385,0.41,0.36,0.405,0.175,15
xstore.csv,0.335,0.535,0.645,0.25,0.47,11
