,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.07,0.27,0.01,0.05,0.0,0.06,0.03,0.16,0.0,0.05,0.01,0.03,0.0,0.0,0.0
atlc.csv,0.55,0.44,0.68,0.73,0.0,0.66,0.6,0.61,0.38,0.63,0.75,0.68,0.0,0.69,0.79
ipfilter.csv,0.91,0.65,0.71,0.95,0.9,0.86,0.74,0.84,0.87,0.71,0.72,0.68,1.0,0.77,0.0
liferea.csv,0.05,0.15,0.09,0.0,0.0,0.08,0.29,0.19,0.0,0.16,0.19,0.19,0.0,0.17,0.21
miranda-icq.csv,0.04,0.08,0.07,0.27,0.07,0.12,0.11,0.3,0.06,0.16,0.37,0.0,0.0,0.15,0.05
opensim4opencog.csv,0.2,0.02,0.25,0.05,0.34,0.46,0.29,0.0,0.04,0.16,0.32,0.16,0.0,0.14,0.26
pclasses.csv,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
pfaedit.csv,0.09,0.38,0.39,0.43,0.1,0.3,0.0,0.32,0.0,0.42,0.45,0.35,0.0,0.23,0.32
psrchive.csv,0.2,0.06,0.0,0.05,0.0,0.32,0.0,0.1,0.09,0.11,0.06,0.1,0.0,0.13,0.05
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.25,0.21,0.13,0.34,0.45,0.36,0.54,0.38,0.0,0.16,0.35,0.47,0.0,0.35,0.58
tktoolkit.csv,0.39,0.21,0.11,0.05,0.0,0.1,0.46,0.12,0.19,0.16,0.0,0.13,0.0,0.3,0.21
tzod.csv,0.09,0.0,0.37,0.57,0.34,0.36,0.49,0.53,0.0,0.32,0.81,0.64,0.0,0.19,0.53
yaprm.csv,0.36,0.31,0.47,0.39,0.79,0.3,0.74,0.37,0.49,0.0,0.45,0.43,1.0,0.38,0.58
