,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.11,0.37,0.17,0.1,0.0,0.38,0.13,0.11,0.0,0.13,0.05,0.1,0.06,0.89,0.05
atlc.csv,0.7,0.74,0.61,0.59,0.98,0.72,0.67,0.63,0.32,0.64,0.55,0.59,0.68,0.62,0.47
ipfilter.csv,0.32,0.37,0.55,0.21,0.29,0.38,0.53,0.46,0.43,0.51,0.57,0.61,0.0,0.52,0.98
liferea.csv,0.11,0.22,0.17,0.81,0.12,0.98,0.59,0.52,0.0,0.17,0.44,0.25,0.33,0.38,0.13
miranda-icq.csv,0.0,0.13,0.17,0.5,0.28,0.38,0.42,0.51,0.07,0.1,0.29,0.89,0.28,0.31,0.3
opensim4opencog.csv,0.11,0.09,0.4,0.18,0.27,0.64,0.69,0.93,0.0,0.26,0.3,0.16,0.49,0.2,0.45
pclasses.csv,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0
pfaedit.csv,0.11,0.57,0.52,0.48,0.28,0.68,0.98,0.46,0.0,0.41,0.53,0.39,0.46,0.44,0.32
psrchive.csv,0.4,0.05,1.0,0.1,0.02,0.67,0.0,0.26,0.0,0.23,0.16,0.2,0.12,0.09,0.13
theresa.csv,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.09,0.09,0.26,0.37,0.66,0.57,0.33,0.9,0.19,0.39,0.44,0.24,0.5,0.51
tktoolkit.csv,0.3,0.22,0.41,0.0,0.06,0.0,0.33,0.0,0.51,0.17,0.97,0.14,0.16,0.37,0.28
tzod.csv,0.31,0.97,0.58,0.57,0.71,0.9,0.72,0.55,0.0,0.49,0.47,0.48,0.5,0.42,0.4
yaprm.csv,0.48,0.47,0.66,0.18,0.43,0.37,0.51,0.38,0.48,0.98,0.6,0.38,0.0,0.52,0.36
