,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.91,0.72,0.86,0.92,1.0,0.67,0.89,0.93,1.0,0.89,0.96,0.92,0.95,0.13,0.96
atlc.csv,0.58,0.48,0.71,0.74,0.02,0.66,0.63,0.66,0.8,0.67,0.78,0.72,0.37,0.71,0.85
ipfilter.csv,0.92,0.9,0.76,0.95,1.01,0.92,0.79,0.85,0.87,0.8,0.75,0.71,1.05,0.81,0.02
liferea.csv,0.91,0.83,0.86,0.23,0.9,0.08,0.51,0.55,1.0,0.88,0.64,0.81,0.72,0.69,0.92
miranda-icq.csv,1.0,0.89,0.86,0.6,0.76,0.68,0.64,0.6,0.94,0.93,0.83,0.13,0.76,0.75,0.74
opensim4opencog.csv,0.93,0.93,0.69,0.85,0.83,0.57,0.43,0.09,1.0,0.8,0.81,0.88,0.57,0.85,0.64
pclasses.csv,0.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.93,1.0
pfaedit.csv,0.91,0.58,0.63,0.69,0.76,0.45,0.02,0.65,1.0,0.75,0.65,0.74,0.59,0.64,0.78
psrchive.csv,0.67,0.96,0.0,0.92,0.98,0.46,1.0,0.79,1.0,0.82,0.87,0.83,0.9,0.94,0.89
theresa.csv,1.0,0.96,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
thrust.csv,1.03,0.95,0.94,0.84,0.8,0.49,0.67,0.79,0.12,0.85,0.74,0.74,0.8,0.64,0.74
tktoolkit.csv,0.83,0.84,0.65,1.0,0.95,1.0,0.84,1.01,0.56,0.88,0.04,0.89,0.87,0.73,0.79
tzod.csv,0.73,0.04,0.57,0.69,0.44,0.36,0.53,0.68,1.0,0.63,0.85,0.8,0.56,0.66,0.8
yaprm.csv,0.65,0.64,0.55,0.93,0.89,0.73,0.81,0.75,0.72,0.03,0.6,0.78,1.17,0.63,0.87
