,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.49,0.63,0.36,0.52,0.53,0.45,0.67,0.48,0.62,0.47,0.47,0.59,0.59,0.41,0.77
bibletime.csv,0.6,0.52,0.33,0.38,0.46,0.4,0.4,0.55,0.35,0.32,0.38,0.41,0.45,0.39,0.5
boost.csv,0.57,0.5,0.43,0.55,0.56,0.44,0.52,0.63,0.53,0.41,0.37,0.56,0.46,0.54,0.66
doomlegacy.csv,0.45,0.57,0.8,0.8,0.98,0.38,0.75,0.62,0.36,0.35,0.7,0.58,0.51,0.63,0.96
gpac.csv,0.59,0.52,0.52,0.38,0.45,0.42,0.42,0.43,0.47,0.4,0.37,0.65,0.44,0.39,0.5
kftpgrabber.csv,0.98,0.36,0.38,0.37,0.38,0.4,0.32,0.57,0.38,0.93,0.37,0.51,0.46,0.0,0.54
nativeclient.csv,0.5,0.53,0.48,0.41,0.47,0.46,0.38,0.52,0.42,0.35,0.4,0.47,0.44,0.4,0.54
netatalk.csv,0.42,0.47,0.35,0.51,0.53,0.49,0.42,0.39,0.34,0.34,0.35,0.41,0.49,0.37,0.52
open-ms.csv,0.5,0.8,0.83,0.93,0.68,0.47,0.55,0.73,0.29,0.36,0.62,0.53,0.41,0.44,0.74
openmsx.csv,0.6,0.9,0.92,0.96,0.8,0.79,0.87,0.72,0.45,0.42,0.69,0.54,0.64,0.95,0.89
rosegarden.csv,0.55,0.48,0.42,0.44,0.5,0.42,0.45,0.55,0.32,0.42,0.43,0.43,0.49,0.42,0.58
rsyslog.csv,0.45,0.54,0.91,0.9,0.52,0.47,0.5,0.64,0.32,0.41,0.4,0.46,0.42,0.39,0.56
sandiaportals.csv,0.54,0.59,0.34,0.57,0.69,0.45,0.57,0.67,0.83,0.74,0.37,0.58,0.58,0.46,0.72
xmoto.csv,0.48,0.5,0.53,0.8,0.47,0.43,0.43,0.65,0.62,0.94,0.38,0.57,0.47,0.39,0.74
xqilla.csv,0.52,0.0,0.67,0.76,0.95,0.8,0.71,0.96,0.42,0.9,0.92,0.63,0.8,0.89,0.75
