,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.92,0.73,0.35,0.61,0.69,0.7,0.47,0.74
etics.csv,0.69,0.47,0.15,0.45,0.56,0.28,0.32,0.73
genecys.csv,0.69,0.85,0.75,0.8,0.76,0.83,0.49,0.84
kvs.csv,0.54,0.15,0.7,0.31,0.03,0.43,0.32,0.43
mcore3d.csv,0.15,0.7,0.8,0.51,0.92,0.11,0.65,0.69
miranda.csv,0.38,0.25,0.55,0.57,0.73,0.93,0.77,0.8
ogrehg.csv,0.54,0.64,0.25,0.64,0.81,0.42,0.39,0.83
passwordsafe.csv,1.0,0.75,0.35,0.78,0.85,0.85,0.7,0.83
