,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.39,0.43,0.57,0.51,0.39,0.55,0.6,0.38
etics.csv,0.5,0.52,0.83,0.69,0.34,0.78,0.91,0.39
genecys.csv,0.46,0.46,0.45,0.55,0.52,0.53,0.69,0.39
kvs.csv,0.5,0.96,0.63,0.61,0.67,0.52,0.71,0.47
mcore3d.csv,0.67,0.46,0.4,0.47,0.41,0.96,0.44,0.38
miranda.csv,0.58,0.76,0.48,0.54,0.34,0.48,0.42,0.37
ogrehg.csv,0.56,0.47,0.59,0.54,0.42,0.6,0.72,0.37
passwordsafe.csv,0.43,0.46,0.44,0.5,0.4,0.51,0.58,0.38
