,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.5,0.6,0.37,0.38,0.33,0.34,0.23,0.47
etics.csv,0.17,0.32,0.04,0.12,0.33,0.1,0.04,0.52
genecys.csv,0.88,0.82,0.78,0.84,0.33,0.8,0.49,0.9
kvs.csv,0.26,0.09,0.17,0.32,0.11,0.35,0.32,0.5
mcore3d.csv,0.02,0.4,0.68,0.31,0.78,0.04,0.42,0.39
miranda.csv,0.17,0.26,0.64,0.35,0.56,0.93,0.55,0.46
ogrehg.csv,0.26,0.46,0.38,0.26,0.33,0.21,0.1,0.71
passwordsafe.csv,0.81,0.67,0.5,0.49,0.44,0.64,0.22,0.77
