,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.36,0.72,0.2,0.51,0.93,0.56,0.54,0.75
etics.csv,0.56,0.76,0.5,0.71,0.92,0.62,0.82,0.73
genecys.csv,0.2,0.69,0.2,0.38,0.94,0.38,0.36,0.65
kvs.csv,0.39,0.78,0.52,0.39,0.67,0.43,0.35,0.62
mcore3d.csv,0.67,0.79,0.24,0.51,0.89,0.59,0.46,0.77
miranda.csv,0.42,0.67,0.18,0.51,0.9,0.38,0.44,0.77
ogrehg.csv,0.39,0.75,0.15,0.61,0.94,0.55,0.69,0.69
passwordsafe.csv,0.28,0.71,0.16,0.5,0.93,0.44,0.65,0.68
