,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.0,0.0,6.0,0.0,4.0
aime.csv,0.0,0.0,6.0,48.0,0.0
badtrinitycore.csv,0.0,4.0,16.0,0.0,22.0
electric-core.csv,2.0,0.0,0.0,21.0,7.0
olsrd.csv,8.0,0.0,11.0,0.0,2.0
