,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.96,0.93,0.28,0.24,0.2
aime.csv,1.0,0.8,0.37,0.08,1.0
badtrinitycore.csv,1.0,0.76,0.53,0.98,0.09
electric-core.csv,0.67,0.54,1.0,0.21,0.15
olsrd.csv,0.55,0.99,0.23,0.13,0.22
