,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.73,0.39,0.58,0.75,0.67,0.7,0.73,0.56,0.6
ctrlr.csv,0.32,0.14,0.0,0.2,0.9,0.28,0.68,0.44,0.38
customsagetv.csv,0.59,0.48,0.88,0.44,0.1,0.32,0.08,0.31,0.73
glas.csv,0.64,0.86,0.62,0.33,0.62,0.57,0.7,0.72,0.91
octave.csv,0.59,0.11,0.9,0.36,0.05,0.25,0.32,0.34,0.29
tango-cs.csv,0.55,0.86,0.54,0.61,0.48,0.68,0.84,0.81,0.6
xcf.csv,0.64,0.84,0.88,0.76,0.67,0.58,0.92,0.81,0.69
xfce.csv,0.5,0.8,0.54,0.65,0.19,0.68,0.41,0.72,0.8
zildo.csv,0.45,0.68,0.81,0.66,0.29,0.6,0.08,0.34,0.62
