,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.49,0.48,0.86,0.33,0.37,0.56,0.45,0.27,0.46
ctrlr.csv,0.54,0.41,0.09,0.22,0.27,0.6,0.62,0.47,0.3
customsagetv.csv,0.33,0.27,0.11,0.29,0.24,0.16,0.09,0.13,0.77
glas.csv,0.34,0.82,0.89,0.22,0.51,0.34,0.35,0.43,0.77
octave.csv,0.16,0.14,0.59,0.35,0.29,0.19,0.25,0.27,0.35
tango-cs.csv,0.37,0.91,0.89,0.45,0.37,0.43,0.73,0.6,0.36
xcf.csv,0.47,0.7,0.34,0.73,0.46,0.55,0.85,0.3,0.68
xfce.csv,0.41,0.61,0.5,0.53,0.37,0.38,0.53,0.5,0.68
zildo.csv,0.26,0.23,0.25,0.47,0.53,0.38,0.05,0.23,0.61
