,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,52.0,0.0,160.0,236.0,0.0,2.0,17.0,59.0,1.0,44.0,223.0,360.0,7.0
badtrinity-zero.csv,1.0,4.0,1.0,0.0,0.0,5.0,20.0,0.0,5.0,7.0,0.0,3.0,29.0
betoffice.csv,52.0,0.0,160.0,236.0,0.0,4.0,17.0,59.0,3.0,40.0,223.0,360.0,4.0
exordium.csv,52.0,5.0,160.0,236.0,2.0,4.0,2.0,59.0,82.0,99.0,223.0,360.0,1.0
fltk.csv,0.0,0.0,0.0,3.0,0.0,5.0,14.0,0.0,9.0,20.0,0.0,15.0,28.0
gabel.csv,52.0,0.0,160.0,236.0,0.0,3.0,13.0,59.0,82.0,0.0,223.0,360.0,49.0
genoviz.csv,52.0,0.0,160.0,236.0,5.0,7.0,3.0,59.0,82.0,11.0,223.0,360.0,0.0
irrlicht.csv,0.0,0.0,0.0,3.0,0.0,5.0,14.0,0.0,9.0,20.0,0.0,15.0,28.0
nug.csv,1.0,0.0,160.0,0.0,0.0,1.0,10.0,0.0,9.0,18.0,0.0,3.0,18.0
rezilla.csv,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,9.0,20.0,0.0,15.0,28.0
toped.csv,0.0,1.0,0.0,3.0,89.0,2.0,2.0,0.0,17.0,9.0,0.0,15.0,10.0
xmemcached.csv,52.0,4.0,160.0,236.0,0.0,3.0,13.0,59.0,82.0,4.0,223.0,360.0,0.0
zoolib.csv,3.0,0.0,160.0,236.0,0.0,5.0,13.0,0.0,8.0,20.0,223.0,360.0,26.0
