,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.0,0.39,0.0,0.0,0.09,0.48,0.33,0.0,0.79,0.45,0.0,0.0,0.87
badtrinity-zero.csv,0.53,0.66,0.7,0.49,0.53,0.75,0.44,0.68,0.52,0.74,0.53,0.56,0.39
betoffice.csv,0.0,0.09,0.0,0.0,0.8,0.5,0.39,0.0,0.05,0.28,0.0,0.0,0.24
exordium.csv,0.0,0.36,0.0,0.0,0.31,0.44,0.72,0.0,0.0,0.0,0.0,0.0,0.24
fltk.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gabel.csv,0.0,0.0,0.0,0.0,0.32,0.35,0.48,0.0,0.0,0.9,0.0,0.0,0.0
genoviz.csv,0.0,0.35,0.0,0.0,0.46,0.59,0.64,0.0,0.0,0.79,0.0,0.0,1.0
irrlicht.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nug.csv,0.63,0.09,0.0,0.01,0.53,0.6,0.38,0.46,0.27,0.57,0.01,0.07,0.62
rezilla.csv,0.0,0.71,0.0,0.0,0.19,0.28,0.19,0.0,0.0,0.45,0.0,0.0,0.0
toped.csv,0.37,0.06,0.0,0.05,0.0,0.11,0.06,0.79,0.14,0.29,0.0,0.0,0.44
xmemcached.csv,0.0,0.0,0.0,0.0,0.36,0.66,0.65,0.0,0.0,0.65,0.0,0.0,0.24
zoolib.csv,0.15,0.0,0.0,0.0,0.0,0.0,0.21,0.5,0.33,0.13,0.0,0.0,0.43
