,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.62,0.69,0.5,0.51,0.54,0.5,0.34,0.55,0.48,0.71,0.38,0.32,0.46,0.61,0.44,0.43
biodwh.csv,0.52,0.97,0.68,0.6,0.98,0.0,0.5,0.74,0.96,0.86,0.39,0.73,0.51,0.69,0.67,0.43
blue-c.csv,0.4,0.49,0.48,0.53,0.56,0.45,0.39,0.47,0.52,0.9,0.4,0.38,0.47,0.5,0.59,0.57
cities3d.csv,0.38,0.94,0.52,0.0,0.6,0.55,0.47,0.57,0.95,0.95,0.52,0.0,0.58,0.44,0.38,0.43
firebird.csv,0.52,0.45,0.51,0.52,0.36,0.53,0.38,0.57,0.4,0.46,0.37,0.37,0.42,0.64,0.35,0.53
jcache.csv,0.38,0.4,0.47,0.55,0.34,0.43,0.46,0.39,0.39,0.61,0.92,0.43,0.43,0.44,0.47,0.41
jparsec.csv,0.86,0.55,0.64,0.59,0.44,0.55,0.39,0.52,0.34,0.46,0.48,0.75,0.43,0.48,0.37,0.41
mscore.csv,0.48,0.42,0.42,0.5,0.73,0.37,0.37,0.43,0.42,0.58,0.38,0.39,0.38,0.39,0.36,0.41
nabu-library.csv,0.83,0.45,0.87,0.89,0.98,0.75,0.61,0.79,0.51,0.55,0.7,0.92,0.45,0.93,0.94,0.89
ns-3-dev-def-routing.csv,0.91,0.53,0.9,0.51,0.98,0.52,0.48,0.64,0.47,0.68,0.43,0.38,0.53,0.99,0.71,0.75
open-ms.csv,0.37,0.35,0.48,0.58,0.39,0.53,0.62,0.45,0.81,0.94,0.7,0.48,0.62,0.56,0.92,0.52
popeye-chess.csv,0.38,0.52,0.56,0.47,0.95,0.4,0.38,0.46,0.97,0.84,0.51,0.43,0.39,0.54,0.93,0.67
qgo.csv,0.42,0.33,0.39,0.47,0.3,0.41,0.31,0.38,0.33,0.37,0.37,0.35,0.37,0.39,0.29,0.33
webdriver.csv,0.35,0.41,0.49,0.49,0.46,0.42,0.5,0.45,0.6,0.71,0.55,0.38,0.48,0.6,0.61,0.53
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.63,0.0,0.0,0.0,0.43
yafdotnet.csv,0.35,0.34,0.42,0.36,0.33,0.35,0.41,0.37,0.43,0.5,0.48,0.38,0.36,0.38,0.33,0.4
