,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.53,0.16,0.46,0.72,0.46,0.57,0.56,0.47,0.37,0.37,0.11,0.49
gamestone.csv,0.87,0.44,0.32,0.39,0.06,0.04,0.61,0.11,0.72,0.11,0.05,0.31
geochat.csv,0.0,0.5,0.05,0.34,0.33,0.25,0.37,0.06,0.43,0.32,0.35,0.57
igarden.csv,0.42,0.67,0.36,0.72,0.38,0.47,0.22,0.49,0.31,0.46,0.57,0.37
ingex.csv,0.51,0.22,0.55,0.55,0.34,0.45,0.22,0.44,0.54,0.47,0.63,0.44
lphant.csv,0.74,0.44,0.57,0.56,0.61,0.74,0.59,0.66,0.64,0.63,0.65,0.68
nabu-library.csv,0.53,0.44,0.36,0.2,0.85,0.44,0.0,0.21,0.0,0.21,0.51,0.27
nebuladevice.csv,0.7,0.16,0.0,0.51,0.39,0.25,0.1,0.06,0.77,0.49,0.6,0.0
owlapi.csv,0.0,0.22,0.79,0.26,0.79,0.59,0.15,0.46,0.16,0.62,0.39,0.52
pi-qmc.csv,0.83,0.59,0.53,0.48,0.52,0.54,0.52,0.45,0.55,0.9,0.55,0.6
trinitycore.csv,0.61,0.64,0.0,0.49,0.16,0.25,0.26,0.17,0.71,0.31,0.67,0.31
twostep.csv,0.64,0.66,0.52,0.09,0.13,0.61,0.85,0.57,0.55,0.7,0.59,0.56
