,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.0,2.0,10.0,13.0,0.0,59.0,3.0,63.0,1.0,2.0
aime.csv,2.0,0.0,5.0,12.0,0.0,1.0,5.0,83.0,0.0,10.0
badtrinitycore.csv,2.0,1.0,29.0,0.0,15.0,8.0,13.0,87.0,5.0,10.0
electric-core.csv,10.0,0.0,0.0,8.0,12.0,7.0,16.0,100.0,4.0,16.0
geochat.csv,5.0,1.0,52.0,4.0,0.0,2.0,3.0,88.0,3.0,0.0
mumble.csv,0.0,0.0,21.0,7.0,7.0,2.0,0.0,12.0,1.0,8.0
olsrd.csv,12.0,0.0,6.0,0.0,1.0,5.0,8.0,7.0,1.0,5.0
silvertree.csv,6.0,7.0,1.0,2.0,0.0,0.0,6.0,82.0,8.0,3.0
skia.csv,6.0,0.0,1.0,81.0,4.0,4.0,4.0,92.0,0.0,6.0
t-2.csv,10.0,0.0,7.0,8.0,12.0,8.0,23.0,0.0,5.0,17.0
