,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.5,0.65,0.53,0.0,0.28,0.26,0.16,0.57,0.0,0.48,0.73,0.44,0.29,0.59,0.21,0.84,0.86,0.82,0.6
boost.csv,0.48,0.58,0.73,0.6,0.22,0.21,0.68,0.63,0.6,0.65,0.69,0.59,0.31,0.56,0.23,0.09,0.71,0.62,0.47
codepurge.csv,0.5,0.53,0.5,0.52,0.33,0.4,0.37,0.32,0.71,0.49,0.74,0.4,0.46,0.46,0.11,0.24,0.37,0.08,0.29
elateportal.csv,0.22,0.55,0.68,0.5,0.2,0.36,0.67,0.45,0.74,0.52,0.64,0.37,0.24,0.41,0.03,0.98,0.8,0.79,0.4
etics.csv,0.69,0.49,0.64,0.54,0.22,0.15,0.53,0.47,0.64,0.67,0.58,0.19,0.21,0.49,0.3,0.09,0.64,0.7,0.58
factor.csv,0.2,0.16,0.35,0.5,0.14,0.24,0.52,0.38,0.44,0.13,0.13,0.04,0.1,0.15,0.0,0.62,0.76,0.93,0.3
gusanos.csv,0.48,0.47,0.57,0.55,0.13,0.38,0.63,0.49,0.85,0.27,0.43,0.49,0.28,0.53,0.13,0.49,0.0,0.73,0.42
kvs.csv,0.41,0.55,0.24,0.26,0.54,0.09,0.18,0.42,0.48,0.46,0.55,0.48,0.13,0.33,0.0,0.34,0.04,0.07,0.18
lcfizvtop.csv,0.42,0.49,0.67,0.48,0.33,0.6,0.72,0.47,0.82,0.32,0.69,0.53,0.25,0.52,0.03,0.92,0.61,0.08,0.31
mcore3d.csv,0.25,0.41,0.73,0.53,0.38,0.33,0.6,0.24,0.67,0.59,0.6,0.52,0.35,0.5,0.14,0.09,0.71,0.13,0.42
modellus.csv,0.5,0.46,0.64,0.56,0.15,0.15,0.78,0.52,0.72,0.38,0.56,0.43,0.25,0.53,0.27,0.09,0.75,0.17,0.47
modplug.csv,0.36,0.6,0.79,0.51,0.37,0.33,0.68,0.5,0.74,0.62,0.82,0.54,0.24,0.57,0.13,0.95,0.88,0.77,0.39
passwordsafe.csv,0.41,0.58,0.75,0.52,0.18,0.29,0.71,0.44,0.76,0.65,0.79,0.51,0.3,0.67,0.22,0.09,0.72,0.8,0.52
pixel-commandos.csv,0.39,0.38,0.42,0.42,0.0,0.1,0.02,0.22,0.03,0.59,0.4,0.26,0.16,0.45,0.57,0.0,0.14,0.05,0.25
projecteqemu.csv,0.47,0.5,0.55,0.54,0.17,0.21,0.51,0.44,0.51,0.75,0.61,0.47,0.23,0.61,0.24,0.04,0.42,0.16,0.54
pydev.csv,0.48,0.57,0.67,0.52,0.32,0.2,0.44,0.39,0.4,0.61,0.75,0.62,0.31,0.52,0.24,0.08,0.62,0.43,0.57
sandiaportals.csv,0.34,0.55,0.77,0.52,0.17,0.33,0.68,0.5,0.75,0.71,0.68,0.52,0.26,0.62,0.19,0.0,0.86,0.84,0.46
uwom.csv,0.56,0.48,0.69,0.52,0.08,0.34,0.67,0.53,0.36,0.63,0.81,0.51,0.11,0.59,0.21,0.16,0.0,0.67,0.61
xbplayer.csv,0.46,0.6,0.58,0.55,0.34,0.39,0.53,0.6,0.63,0.52,0.73,0.53,0.27,0.51,0.11,0.36,0.44,0.39,0.37
