,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.47,0.4,0.56,0.0,0.41,0.48,0.91,0.48,0.0,0.79,0.37,0.56,0.54,0.39,0.51,0.34,0.4,0.43,0.55
boost.csv,0.39,0.59,0.45,0.48,0.59,0.61,0.42,0.57,0.46,0.37,0.47,0.42,0.59,0.58,0.59,0.67,0.48,0.5,0.49
codepurge.csv,0.64,0.46,0.5,0.35,0.44,0.44,0.73,0.81,0.4,0.42,0.34,0.67,0.64,0.48,0.45,0.86,0.65,0.89,0.42
elateportal.csv,0.66,0.52,0.46,0.52,0.67,0.49,0.4,0.6,0.53,0.62,0.44,0.41,0.47,0.61,0.53,0.31,0.42,0.46,0.41
etics.csv,0.47,0.67,0.52,0.52,0.86,0.67,0.74,0.72,0.5,0.44,0.54,0.94,0.85,0.86,0.75,0.5,0.52,0.54,0.66
factor.csv,0.58,0.95,0.91,0.57,0.89,0.65,0.62,0.67,0.86,0.89,0.8,0.92,0.94,0.88,0.96,0.52,0.45,0.51,0.99
gusanos.csv,0.48,0.62,0.49,0.42,0.91,0.4,0.41,0.45,0.39,0.88,0.71,0.35,0.47,0.56,0.46,0.53,0.0,0.42,0.4
kvs.csv,0.56,0.59,0.95,0.65,0.59,0.92,0.96,0.54,0.54,0.52,0.52,0.44,0.83,0.7,0.9,0.73,0.67,0.87,0.83
lcfizvtop.csv,0.48,0.46,0.43,0.41,0.62,0.53,0.34,0.43,0.42,0.69,0.45,0.32,0.4,0.47,0.49,0.29,0.39,0.88,0.41
mcore3d.csv,0.67,0.57,0.39,0.4,0.35,0.62,0.46,0.97,0.4,0.35,0.45,0.4,0.6,0.47,0.44,0.5,0.35,0.83,0.42
modellus.csv,0.64,0.66,0.52,0.45,0.86,0.67,0.42,0.53,0.46,0.91,0.65,0.51,0.5,0.74,0.72,0.5,0.47,0.8,0.48
modplug.csv,0.4,0.42,0.4,0.4,0.34,0.46,0.37,0.43,0.4,0.4,0.4,0.34,0.47,0.43,0.43,0.3,0.37,0.43,0.38
passwordsafe.csv,0.41,0.51,0.45,0.4,0.54,0.54,0.46,0.6,0.41,0.41,0.46,0.36,0.52,0.57,0.48,0.5,0.5,0.49,0.49
pixel-commandos.csv,0.56,0.78,0.91,0.7,0.5,0.89,0.0,0.97,0.0,0.39,0.73,0.94,0.9,0.79,0.9,0.0,0.75,0.0,0.99
projecteqemu.csv,0.5,0.68,0.65,0.43,0.75,0.88,0.7,0.67,0.61,0.51,0.52,0.4,0.86,0.67,0.92,0.0,0.86,0.88,0.7
pydev.csv,0.41,0.58,0.52,0.44,0.44,0.53,0.75,0.68,0.61,0.36,0.45,0.55,0.68,0.46,0.48,0.75,0.5,0.63,0.61
sandiaportals.csv,0.41,0.58,0.43,0.48,0.93,0.52,0.4,0.65,0.45,0.44,0.55,0.41,0.45,0.65,0.54,0.0,0.43,0.47,0.45
uwom.csv,0.53,0.69,0.48,0.43,0.83,0.53,0.41,0.56,0.94,0.39,0.45,0.45,0.92,0.59,0.67,0.83,0.0,0.5,0.6
xbplayer.csv,0.62,0.44,0.51,0.5,0.49,0.5,0.49,0.47,0.44,0.36,0.37,0.36,0.48,0.53,0.45,0.58,0.63,0.6,0.42
