,f1,g,recall,precision,pf,wins
badtrinity-zero.csv,0.5,0.55,0.67,0.47,0.37,12
boost.csv,0.59,0.61,0.58,0.56,0.29,18
codepurge.csv,0.4,0.5,0.49,0.5,0.34,5
elateportal.csv,0.5,0.54,0.66,0.43,0.6,3
etics.csv,0.53,0.47,0.42,0.61,0.15,14
factor.csv,0.24,0.29,0.25,0.39,0.17,1
gusanos.csv,0.48,0.61,0.66,0.41,0.35,10
kvs.csv,0.33,0.3,0.26,0.4,0.32,0
lcfizvtop.csv,0.49,0.5,0.64,0.41,0.5,4
mcore3d.csv,0.42,0.51,0.58,0.52,0.28,7
modellus.csv,0.47,0.51,0.47,0.55,0.2,9
modplug.csv,0.57,0.61,0.86,0.4,0.67,8
passwordsafe.csv,0.52,0.62,0.76,0.5,0.4,17
pixel-commandos.csv,0.25,0.25,0.21,0.54,0.09,2
projecteqemu.csv,0.47,0.43,0.38,0.57,0.16,6
pydev.csv,0.48,0.56,0.58,0.5,0.28,13
sandiaportals.csv,0.52,0.56,0.81,0.51,0.4,16
uwom.csv,0.52,0.61,0.64,0.47,0.26,15
xbplayer.csv,0.51,0.58,0.6,0.47,0.35,10
