,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.47,0.63,0.71,0.0,0.18,0.19,0.73,0.41,0.0,0.86,0.74,0.47,0.18,0.45,0.11,0.94,0.76,0.77,0.47
boost.csv,0.33,0.64,0.73,0.54,0.18,0.17,0.71,0.56,0.82,0.52,0.84,0.45,0.22,0.58,0.14,0.67,1.0,0.83,0.34
codepurge.csv,0.55,0.53,0.78,0.39,0.24,0.26,0.62,0.5,0.81,0.52,0.69,0.5,0.34,0.44,0.06,0.86,0.76,0.22,0.19
elateportal.csv,0.16,0.56,0.7,0.37,0.17,0.23,0.53,0.43,0.74,0.51,0.64,0.27,0.14,0.43,0.02,1.0,0.76,0.73,0.27
etics.csv,0.58,0.74,0.75,0.47,0.43,0.13,0.87,0.61,0.83,0.6,0.96,0.28,0.18,0.75,0.19,1.0,1.0,0.86,0.55
factor.csv,0.14,0.42,0.67,0.39,0.22,0.17,0.56,0.36,0.62,0.33,0.8,0.08,0.12,0.62,0.0,0.95,0.86,0.91,0.37
gusanos.csv,0.34,0.62,0.76,0.41,0.18,0.24,0.61,0.38,0.88,0.75,0.71,0.4,0.18,0.53,0.07,0.88,0.0,0.78,0.28
kvs.csv,0.38,0.61,0.77,0.26,0.44,0.08,0.43,0.41,0.68,0.48,0.88,0.4,0.33,0.33,0.0,0.67,0.33,0.13,0.15
lcfizvtop.csv,0.32,0.47,0.76,0.32,0.28,0.47,0.62,0.33,0.7,0.38,0.74,0.41,0.14,0.45,0.02,0.95,0.75,0.25,0.2
mcore3d.csv,0.67,0.6,0.77,0.45,0.26,0.31,0.49,0.59,0.86,0.52,0.86,0.36,0.25,0.53,0.08,1.0,0.82,0.5,0.31
modellus.csv,0.55,0.64,0.77,0.42,0.29,0.13,0.8,0.46,0.79,0.5,0.96,0.4,0.15,0.66,0.17,1.0,1.0,0.8,0.35
modplug.csv,0.23,0.53,0.69,0.36,0.24,0.22,0.56,0.39,0.73,0.45,0.86,0.37,0.14,0.4,0.07,0.91,0.88,0.76,0.25
passwordsafe.csv,0.25,0.57,0.72,0.38,0.14,0.21,0.6,0.48,0.69,0.5,0.95,0.35,0.19,0.68,0.12,1.0,1.0,0.82,0.39
pixel-commandos.csv,0.33,0.61,0.76,0.5,0.0,0.11,1.0,0.54,1.0,0.58,0.93,0.41,0.13,0.68,0.4,0.0,1.0,1.0,0.31
projecteqemu.csv,0.33,0.75,0.78,0.4,0.5,0.25,0.75,0.57,0.86,0.71,0.82,0.33,0.21,0.69,0.15,1.0,1.0,0.5,0.51
pydev.csv,0.34,0.61,0.75,0.45,0.21,0.16,0.7,0.51,0.78,0.49,0.92,0.57,0.24,0.48,0.14,0.5,0.89,0.68,0.5
sandiaportals.csv,0.22,0.58,0.71,0.39,0.2,0.24,0.54,0.51,0.71,0.58,0.91,0.36,0.15,0.6,0.1,0.0,0.91,0.85,0.31
uwom.csv,0.47,0.69,0.74,0.37,0.17,0.23,0.63,0.47,0.94,0.46,0.86,0.42,0.17,0.57,0.12,0.67,0.0,0.82,0.47
xbplayer.csv,0.46,0.55,0.79,0.5,0.24,0.3,0.64,0.45,0.83,0.43,0.72,0.39,0.17,0.47,0.06,0.83,0.84,0.6,0.26
