,id,max_bell,avge,median,bellwether
0,1,4,2.38,0.6100000000000001,benojt.csv
1,10,0,0.0,0.39499999999999996,atunes.csv
2,13,5,2.5,0.645,kml.csv
3,27,1,1.0,0.57,thout.csv
4,33,10,7.06,0.665,gss.csv
5,52,5,4.79,0.5900000000000001,glelite.csv
