,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.76,0.22,0.65,0.48,0.32,0.45,0.5,0.45,0.79,0.36,0.77,0.52
gamestone.csv,0.23,0.56,0.23,0.36,0.33,0.04,0.29,0.21,0.42,0.15,0.18,0.46
gbif-providertoolkit.csv,0.67,0.0,0.38,0.34,0.55,0.08,0.53,0.53,0.35,0.23,0.7,0.34
heekscad.csv,0.81,0.37,0.67,0.5,0.33,0.59,0.47,0.5,0.64,0.39,0.84,0.58
igarden.csv,0.65,0.29,0.43,0.54,0.21,0.43,0.37,0.18,0.26,0.56,0.53,0.4
levent.csv,0.45,0.2,0.0,0.0,0.32,0.78,0.07,0.0,0.0,0.0,0.0,0.0
libmesh.csv,0.41,0.0,0.29,0.24,0.22,0.0,0.58,0.48,0.38,0.09,0.48,0.16
openmsx.csv,0.73,0.23,0.3,0.46,0.32,0.76,0.46,0.55,0.49,0.24,0.64,0.0
pnotepad.csv,0.72,0.29,0.63,0.47,0.28,0.71,0.49,0.42,0.78,0.33,0.96,0.59
quark.csv,0.5,0.2,0.5,0.21,0.26,0.08,0.11,0.11,0.05,0.59,0.4,0.33
tango-cs.csv,0.72,0.21,0.62,0.47,0.28,0.42,0.62,0.57,0.81,0.33,0.65,0.59
xcsoar.csv,0.74,0.22,0.71,0.43,0.43,0.46,0.29,0.42,0.59,0.33,0.34,0.49
