,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.67,0.13,0.51,0.32,0.21,0.83,0.4,0.5,0.87,0.23,0.85,0.38
gamestone.csv,1.0,0.41,0.53,0.31,0.27,0.33,0.27,0.47,0.85,0.14,0.71,0.38
gbif-providertoolkit.csv,0.6,0.0,0.38,0.32,0.4,1.0,0.43,0.42,0.66,0.16,0.76,0.55
heekscad.csv,0.84,0.26,0.65,0.4,0.22,0.75,0.36,0.43,0.8,0.24,0.88,0.45
igarden.csv,0.84,0.2,0.89,0.47,0.21,0.88,0.47,0.5,0.92,0.43,0.9,0.32
levent.csv,0.74,0.5,0.0,0.0,0.2,0.85,0.25,0.0,0.0,0.0,0.0,0.0
libmesh.csv,0.48,0.0,0.29,0.21,0.23,0.0,0.52,0.42,0.68,0.11,0.74,0.67
openmsx.csv,0.62,0.13,0.42,0.32,0.2,0.67,0.33,0.56,0.8,0.5,0.79,0.0
pnotepad.csv,0.83,0.17,0.49,0.31,0.17,0.75,0.38,0.34,0.79,0.2,1.0,0.42
quark.csv,0.9,0.5,0.83,0.5,0.33,1.0,0.2,0.5,1.0,0.46,1.0,0.34
tango-cs.csv,0.61,0.12,0.47,0.3,0.17,0.68,0.49,0.41,0.76,0.2,0.77,0.55
xcsoar.csv,0.85,0.2,0.7,0.33,0.3,0.76,0.27,0.43,0.82,0.2,1.0,0.44
