,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.61,0.03,0.6,0.52,0.77,0.43,0.78,0.78,0.64,0.66,0.5
biopax.csv,0.81,0.67,0.79,0.71,0.74,0.71,0.88,0.93,0.07,1.0,0.9
crux-framework.csv,1.0,1.0,1.0,0.94,1.0,0.98,1.0,1.0,1.0,0.0,1.0
kml.csv,0.57,0.39,0.63,0.37,0.0,0.4,0.57,0.72,0.58,0.75,0.58
les-indemodables.csv,0.61,0.64,0.68,0.55,0.59,0.57,0.03,0.88,0.68,0.7,0.68
metacosm.csv,0.62,0.82,0.8,0.8,0.76,0.64,0.6,0.85,0.71,0.72,0.07
moviesandbox.csv,0.07,0.66,0.72,0.55,0.75,0.54,0.5,0.32,0.72,0.77,0.59
sigil.csv,0.54,0.41,0.64,0.39,0.56,0.02,0.67,0.31,0.49,0.53,0.56
unflobtactical.csv,0.53,0.52,0.59,0.0,0.64,0.42,0.64,0.3,0.77,0.48,0.54
xtreemfs.csv,0.73,0.53,0.68,0.38,0.46,0.43,0.67,0.02,0.49,0.64,0.57
yale.csv,0.87,0.92,0.12,0.89,1.04,1.02,0.94,0.75,1.06,0.68,0.77
